"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Area total","num Area rptg","over votes","under votes"
66,"HOUSE OF DELEGATES, 6th District (Vote For 1)","CODY CUMPSTON","DEM",3566,43.88,0,8547,1,1,"0","0"
67,"HOUSE OF DELEGATES, 7th District (Vote For 1)","CHARLES R. SHEEDY SR.","REP",5106,67.76,0,7881,2,2,"0","0"
68,"HOUSE OF DELEGATES, 7th District (Vote For 1)","DEVON  TENNANT","DEM",2429,32.24,0,7881,2,2,"0","0"
69,"HOUSE OF DELEGATES, 8th District (Vote For 1)","DAVID L. KELLY","REP",6537,100.00,0,7703,3,3,"0","0"
70,"HOUSE OF DELEGATES, 9th District (Vote For 1)","TRENTON CARL BARNHART","REP",7475,100.00,0,8630,3,3,"0","0"
71,"HOUSE OF DELEGATES, 10th District (Vote For 1)","BILL ANDERSON","REP",7020,100.00,0,9288,1,1,"0","0"
72,"HOUSE OF DELEGATES, 11th District (Vote For 1)","BOB FEHRENBACHER","REP",6272,100.00,0,8040,1,1,"0","0"
73,"HOUSE OF DELEGATES, 12th District (Vote For 1)","VERNON CRISS","REP",4847,100.00,0,6239,1,1,"0","0"
74,"HOUSE OF DELEGATES, 13th District (Vote For 1)","SCOT HECKERT","REP",5883,100.00,0,7217,1,1,"0","0"
75,"HOUSE OF DELEGATES, 14th District (Vote For 1)","DAVE FOGGIN","REP",6146,76.52,0,8375,2,2,"0","0"
76,"HOUSE OF DELEGATES, 14th District (Vote For 1)","JIM  MARION","DEM",1886,23.48,0,8375,2,2,"0","0"
77,"HOUSE OF DELEGATES, 15th District (Vote For 1)","ERICA J. MOORE","REP",5869,82.04,0,7519,2,2,"0","0"
78,"HOUSE OF DELEGATES, 15th District (Vote For 1)","JULIANNA PENFOLD","DEM",1285,17.96,0,7519,2,2,"0","0"
79,"HOUSE OF DELEGATES, 16th District (Vote For 1)","FREDERICK HAPPY JOE PARSONS","REP",7482,100.00,0,8867,1,1,"0","0"
80,"HOUSE OF DELEGATES, 17th District (Vote For 1)","JONATHAN ADAM PINSON","REP",6639,100.00,0,7980,2,2,"0","0"
81,"HOUSE OF DELEGATES, 18th District (Vote For 1)","JIM BUTLER","REP",5023,71.71,0,7325,2,2,"0","0"
82,"HOUSE OF DELEGATES, 18th District (Vote For 1)","ANDREA MEADOWS","DEM",1982,28.29,0,7325,2,2,"0","0"
83,"HOUSE OF DELEGATES, 19th District (Vote For 1)","KATHIE HESS CROUSE","REP",6560,100.00,0,8497,1,1,"0","0"
84,"HOUSE OF DELEGATES, 20th District (Vote For 1)","SARAH DRENNAN","REP",6617,71.63,0,9749,1,1,"0","0"
85,"HOUSE OF DELEGATES, 20th District (Vote For 1)","STEVE PATRICK","DEM",2621,28.37,0,9749,1,1,"0","0"
86,"HOUSE OF DELEGATES, 21st District (Vote For 1)","JARRED CANNON","REP",5865,68.99,0,9051,1,1,"0","0"
87,"HOUSE OF DELEGATES, 21st District (Vote For 1)","MICHAEL MOSTELLER II","DEM",2636,31.01,0,9051,1,1,"0","0"
88,"HOUSE OF DELEGATES, 22nd District (Vote For 1)","DANIEL LINVILLE","REP",6091,100.00,0,7428,1,1,"0","0"
89,"HOUSE OF DELEGATES, 23rd District (Vote For 1)","EVAN WORRELL","REP",5170,75.55,0,7236,1,1,"0","0"
90,"HOUSE OF DELEGATES, 23rd District (Vote For 1)","AMANDA BETH BEACH-BURGE","DEM",1673,24.45,0,7236,1,1,"0","0"
91,"HOUSE OF DELEGATES, 24th District (Vote For 1)","PATRICK LUCAS","REP",3134,57.13,0,5777,1,1,"0","0"
92,"HOUSE OF DELEGATES, 24th District (Vote For 1)","BILLY WRAY","DEM",2352,42.87,0,5777,1,1,"0","0"
93,"HOUSE OF DELEGATES, 25th District (Vote For 1)","SEAN HORNBUCKLE","DEM",3699,74.35,0,5172,1,1,"0","0"
94,"HOUSE OF DELEGATES, 25th District (Vote For 1)","CONNIE BEATY","REP",1276,25.65,0,5172,1,1,"0","0"
95,"HOUSE OF DELEGATES, 26th District (Vote For 1)","MATTHEW ROHRBACH","REP",6046,100.00,0,8008,1,1,"0","0"
96,"HOUSE OF DELEGATES, 27th District (Vote For 1)","MICHAEL D. AMOS","REP",3892,63.91,0,6485,2,2,"0","0"
97,"HOUSE OF DELEGATES, 27th District (Vote For 1)","GINA MILUM","DEM",1910,31.36,0,6485,2,2,"0","0"
98,"HOUSE OF DELEGATES, 27th District (Vote For 1)","CRAIG CARPENTER II","LBN",288,4.73,0,6485,2,2,"0","0"
99,"HOUSE OF DELEGATES, 28th District (Vote For 1)","RYAN BROWNING","REP",6126,100.00,0,7871,1,1,"0","0"
100,"HOUSE OF DELEGATES, 29th District (Vote For 1)","HENRY CORBY DILLON","REP",3397,60.78,0,6071,2,2,"0","0"
101,"HOUSE OF DELEGATES, 29th District (Vote For 1)","WAYNE BUG WILLIAMSON","DEM",2192,39.22,0,6071,2,2,"0","0"
102,"HOUSE OF DELEGATES, 30th District (Vote For 1)","JEFF ELDRIDGE","REP",4533,72.22,0,6655,1,1,"0","0"
103,"HOUSE OF DELEGATES, 30th District (Vote For 1)","BRITNEY BROGAN","DEM",1744,27.78,0,6655,1,1,"0","0"
104,"HOUSE OF DELEGATES, 31st District (Vote For 1)","MARGITTA MAZZOCCHI","REP",5265,100.00,0,6672,3,3,"0","0"
105,"HOUSE OF DELEGATES, 32nd District (Vote For 1)","JOSH HOLSTEIN","REP",4909,73.24,0,7016,1,1,"0","0"
106,"HOUSE OF DELEGATES, 32nd District (Vote For 1)","APRIL D. ESTEP","DEM",1794,26.76,0,7016,1,1,"0","0"
107,"HOUSE OF DELEGATES, 33rd District (Vote For 1)","JORDAN BRIDGES","REP",5280,100.00,0,6730,1,1,"0","0"
108,"HOUSE OF DELEGATES, 34th District (Vote For 1)","MARK DEAN","REP",5383,100.00,0,6461,2,2,"0","0"
109,"HOUSE OF DELEGATES, 35th District (Vote For 1)","ADAM VANCE","REP",5579,100.00,0,6454,1,1,"0","0"
110,"HOUSE OF DELEGATES, 36th District (Vote For 1)","S. DAVID GREEN","REP",3668,74.09,0,5416,1,1,"0","0"
111,"HOUSE OF DELEGATES, 36th District (Vote For 1)","TIFFANY CLEMINS","DEM",1283,25.91,0,5416,1,1,"0","0"
112,"HOUSE OF DELEGATES, 37th District (Vote For 1)","MARTY GEARHEART","REP",4851,73.85,0,6876,1,1,"0","0"
113,"HOUSE OF DELEGATES, 37th District (Vote For 1)","POLLA McCLELLAN RUMBERG","DEM",1718,26.15,0,6876,1,1,"0","0"
114,"HOUSE OF DELEGATES, 38th District (Vote For 1)","JOE C. ELLINGTON JR.","REP",5410,75.23,0,7547,1,1,"0","0"
115,"HOUSE OF DELEGATES, 38th District (Vote For 1)","RANDA D. FAULKNER","DEM",1781,24.77,0,7547,1,1,"0","0"
116,"HOUSE OF DELEGATES, 39th District (Vote For 1)","DOUG SMITH","REP",5958,81.22,0,7715,1,1,"0","0"
117,"HOUSE OF DELEGATES, 39th District (Vote For 1)","NEAL VESTAL","DEM",1378,18.78,0,7715,1,1,"0","0"
118,"HOUSE OF DELEGATES, 40th District (Vote For 1)","ROY G. COOPER","REP",6178,72.79,0,8906,2,2,"0","0"
119,"HOUSE OF DELEGATES, 40th District (Vote For 1)","JAMES W. “JIM” McNEELY","DEM",2310,27.21,0,8906,2,2,"0","0"
120,"HOUSE OF DELEGATES, 41st District (Vote For 1)","JORDAN ALLEN MAYNOR","REP",6960,79.01,0,9586,3,3,"0","0"
121,"HOUSE OF DELEGATES, 41st District (Vote For 1)","ANNA WHITE FERRARACCIO","DEM",1849,20.99,0,9586,3,3,"0","0"
122,"HOUSE OF DELEGATES, 42nd District (Vote For 1)","BRANDON STEELE","REP",5929,77.00,0,8244,1,1,"0","0"
123,"HOUSE OF DELEGATES, 42nd District (Vote For 1)","ADDAM GIBSON","DEM",1771,23.00,0,8244,1,1,"0","0"
124,"HOUSE OF DELEGATES, 43rd District (Vote For 1)","CHRISTOPHER TONEY","REP",6365,100.00,0,7382,2,2,"0","0"
125,"HOUSE OF DELEGATES, 44th District (Vote For 1)","CARL BILL ROOP","REP",3883,57.11,0,7129,1,1,"0","0"
126,"HOUSE OF DELEGATES, 44th District (Vote For 1)","TONY O. MARTIN","DEM",2916,42.89,0,7129,1,1,"0","0"
127,"HOUSE OF DELEGATES, 45th District (Vote For 1)","ERIC BROOKS","REP",4991,100.00,0,6149,2,2,"0","0"
128,"HOUSE OF DELEGATES, 46th District (Vote For 1)","JEFF CAMPBELL","REP",5714,71.13,0,8403,2,2,"0","0"
129,"HOUSE OF DELEGATES, 46th District (Vote For 1)","PAUL S. DETCH","DEM",2319,28.87,0,8403,2,2,"0","0"
130,"HOUSE OF DELEGATES, 47th District (Vote For 1)","RAY CANTERBURY","REP",5516,71.42,0,8108,2,2,"0","0"
131,"HOUSE OF DELEGATES, 47th District (Vote For 1)","KAYLA M. McCOY","DEM",2207,28.58,0,8108,2,2,"0","0"
132,"HOUSE OF DELEGATES, 48th District (Vote For 1)","THOMAS CLARK","REP",4546,75.44,0,6382,3,3,"0","0"
133,"HOUSE OF DELEGATES, 48th District (Vote For 1)","DEVIN C. SPINKS","DEM",1480,24.56,0,6382,3,3,"0","0"
134,"HOUSE OF DELEGATES, 49th District (Vote For 1)","STANLEY S. ADKINS","REP",5290,76.38,0,7285,1,1,"0","0"
135,"HOUSE OF DELEGATES, 49th District (Vote For 1)","JEAN NUTTER","DEM",1636,23.62,0,7285,1,1,"0","0"
136,"HOUSE OF DELEGATES, 50th District (Vote For 1)","DAVID “ELLIOTT” PRITT","REP",3928,66.42,0,6210,1,1,"0","0"
137,"HOUSE OF DELEGATES, 50th District (Vote For 1)","JERRY L. ALLEN","DEM",1587,26.83,0,6210,1,1,"0","0"
138,"HOUSE OF DELEGATES, 50th District (Vote For 1)","SCOTTY BOWMAN","",399,6.75,0,6210,1,1,"0","0"
139,"HOUSE OF DELEGATES, 51st District (Vote For 1)","MARSHALL W. CLAY","REP",4882,67.08,0,7686,1,1,"0","0"
140,"HOUSE OF DELEGATES, 51st District (Vote For 1)","MELISSA J. COLAGROSSO","DEM",2396,32.92,0,7686,1,1,"0","0"
141,"HOUSE OF DELEGATES, 52nd District (Vote For 1)","TRESA HOWELL","REP",4088,60.28,0,7314,2,2,"0","0"
142,"HOUSE OF DELEGATES, 52nd District (Vote For 1)"," THOMAS JONES","DEM",2694,39.72,0,7314,2,2,"0","0"
143,"HOUSE OF DELEGATES, 53rd District (Vote For 1)","TRISTAN  LEAVITT","REP",3893,59.89,0,7026,1,1,"0","0"
144,"HOUSE OF DELEGATES, 53rd District (Vote For 1)","CHRIS  SMITH","DEM",2607,40.11,0,7026,1,1,"0","0"
145,"HOUSE OF DELEGATES, 54th District (Vote For 1)","MIKE PUSHKIN","DEM",4611,74.89,0,6578,1,1,"0","0"
146,"HOUSE OF DELEGATES, 54th District (Vote For 1)","JULIEN AKLEI","REP",1546,25.11,0,6578,1,1,"0","0"
147,"HOUSE OF DELEGATES, 55th District (Vote For 1)","JB AKERS","REP",4926,59.75,0,8625,1,1,"0","0"
148,"HOUSE OF DELEGATES, 55th District (Vote For 1)","LINDA BODIE","DEM",3319,40.25,0,8625,1,1,"0","0"
149,"HOUSE OF DELEGATES, 56th District (Vote For 1)","KAYLA YOUNG","DEM",4198,51.92,0,8484,1,1,"0","0"
150,"HOUSE OF DELEGATES, 56th District (Vote For 1)","ANDREW G. ANDERSON","REP",3887,48.08,0,8484,1,1,"0","0"
151,"HOUSE OF DELEGATES, 57th District (Vote For 1)","HOLLIS T. LEWIS","DEM",4006,54.93,0,7843,1,1,"0","0"
152,"HOUSE OF DELEGATES, 57th District (Vote For 1)","MARK  CARTER","REP",3287,45.07,0,7843,1,1,"0","0"
153,"HOUSE OF DELEGATES, 58th District (Vote For 1)","WALTER HALL","REP",5842,100.00,0,7862,1,1,"0","0"
154,"HOUSE OF DELEGATES, 59th District (Vote For 1)","ANDY SHAMBLIN","REP",5636,100.00,0,7342,1,1,"0","0"
155,"HOUSE OF DELEGATES, 60th District (Vote For 1)","DANA FERRELL","REP",6346,100.00,0,7757,1,1,"0","0"
156,"HOUSE OF DELEGATES, 61st District (Vote For 1)","DEAN JEFFRIES","REP",6328,100.00,0,7566,1,1,"0","0"
157,"HOUSE OF DELEGATES, 62nd District (Vote For 1)","ROGER  HANSHAW","REP",6224,100.00,0,7477,3,3,"0","0"
158,"HOUSE OF DELEGATES, 63rd District (Vote For 1)","LORI COWGER DITTMAN","REP",5501,100.00,0,6522,2,2,"0","0"
159,"HOUSE OF DELEGATES, 64th District (Vote For 1)","ADAM BURKHAMMER","REP",6474,100.00,0,7555,2,2,"0","0"
160,"HOUSE OF DELEGATES, 65th District (Vote For 1)","CARL “ROBBIE” MARTIN","REP",5321,77.17,0,7281,1,1,"0","0"
161,"HOUSE OF DELEGATES, 65th District (Vote For 1)","MATTHEW KERNER","DEM",1574,22.83,0,7281,1,1,"0","0"
162,"HOUSE OF DELEGATES, 66th District (Vote For 1)","JONATHAN B. KYLE","REP",4826,70.26,0,7299,2,2,"0","0"
163,"HOUSE OF DELEGATES, 66th District (Vote For 1)","DAMA M. NESTOR","DEM",2043,29.74,0,7299,2,2,"0","0"
164,"HOUSE OF DELEGATES, 67th District (Vote For 1)","ELIAS COOP-GONZALEZ","REP",4358,54.54,0,8479,2,2,"0","0"
165,"HOUSE OF DELEGATES, 67th District (Vote For 1)","CODY H. THOMPSON","DEM",3632,45.46,0,8479,2,2,"0","0"
166,"HOUSE OF DELEGATES, 68th District (Vote For 1)","CHRIS PHILLIPS","REP",6826,100.00,0,8011,2,2,"0","0"
167,"HOUSE OF DELEGATES, 69th District (Vote For 1)","KEITH MARPLE","REP",7504,100.00,0,8848,2,2,"0","0"
168,"HOUSE OF DELEGATES, 70th District (Vote For 1)","MICKEY PETITTO","REP",3505,56.16,0,6540,1,1,"0","0"
169,"HOUSE OF DELEGATES, 70th District (Vote For 1)","SHANNON R WELSH","DEM",2736,43.84,0,6540,1,1,"0","0"
170,"HOUSE OF DELEGATES, 71st District (Vote For 1)","LAURA  KIMBLE","REP",7201,100.00,0,8998,1,1,"0","0"
171,"HOUSE OF DELEGATES, 72nd District (Vote For 1)","CLAY RILEY","REP",6145,100.00,0,7111,2,2,"0","0"
172,"HOUSE OF DELEGATES, 73rd District (Vote For 1)","BRYAN SMITH","REP",6710,100.00,0,7909,2,2,"0","0"
173,"HOUSE OF DELEGATES, 74th District (Vote For 1)","MICHAEL E. DEVAULT","REP",6023,72.05,0,8715,1,1,"0","0"
174,"HOUSE OF DELEGATES, 74th District (Vote For 1)","FRANKIE DELAPAS","DEM",2337,27.95,0,8715,1,1,"0","0"
175,"HOUSE OF DELEGATES, 75th District (Vote For 1)","PHIL MALLOW","REP",4467,55.66,0,8339,1,1,"0","0"
176,"HOUSE OF DELEGATES, 75th District (Vote For 1)","STEPHANIE SPEARS TOMANA","DEM",3558,44.34,0,8339,1,1,"0","0"
177,"HOUSE OF DELEGATES, 76th District (Vote For 1)","RICK GARCIA","DEM",3568,50.97,0,7281,1,1,"0","0"
178,"HOUSE OF DELEGATES, 76th District (Vote For 1)","JON DODDS","REP",3432,49.03,0,7281,1,1,"0","0"
179,"HOUSE OF DELEGATES, 77th District (Vote For 1)","JOE STATLER","REP",6984,100.00,0,8582,2,2,"0","0"
180,"HOUSE OF DELEGATES, 78th District (Vote For 1)","GENO CHIARELLI","REP",4641,55.68,0,8782,1,1,"0","0"
181,"HOUSE OF DELEGATES, 78th District (Vote For 1)","DIANE MARKET GASTON","DEM",3694,44.32,0,8782,1,1,"0","0"
182,"HOUSE OF DELEGATES, 79th District (Vote For 1)","EVAN HANSEN","DEM",4496,100.00,0,5439,1,1,"0","0"
183,"HOUSE OF DELEGATES, 80th District (Vote For 1)","JOHN WILLIAMS","DEM",3283,58.76,0,5811,1,1,"0","0"
184,"HOUSE OF DELEGATES, 80th District (Vote For 1)","SUMMER D.  HARTLEY","REP",2304,41.24,0,5811,1,1,"0","0"
185,"HOUSE OF DELEGATES, 81st District (Vote For 1)","ANITRA L. HAMILTON","DEM",3456,100.00,0,4519,1,1,"0","0"
186,"HOUSE OF DELEGATES, 82nd District (Vote For 1)","DAVID  McCORMICK","REP",4657,53.94,0,8980,1,1,"0","0"
187,"HOUSE OF DELEGATES, 82nd District (Vote For 1)","BILL REGER-NASH","DEM",3976,46.06,0,8980,1,1,"0","0"
188,"HOUSE OF DELEGATES, 83rd District (Vote For 1)","GEORGE STREET","REP",5910,100.00,0,6899,1,1,"0","0"
189,"HOUSE OF DELEGATES, 84th District (Vote For 1)","D. R. BUCK  JENNINGS","REP",6455,100.00,0,7664,1,1,"0","0"
190,"HOUSE OF DELEGATES, 85th District (Vote For 1)","JOHN PAUL HOTT II","REP",7403,100.00,0,9291,2,2,"0","0"
191,"HOUSE OF DELEGATES, 86th District (Vote For 1)","BRYAN C. WARD","REP",6623,100.00,0,8042,2,2,"0","0"
192,"HOUSE OF DELEGATES, 87th District (Vote For 1)","GARY G. HOWELL","REP",6744,100.00,0,8106,1,1,"0","0"
193,"HOUSE OF DELEGATES, 88th District (Vote For 1)","RICK HILLENBRAND","REP",6176,78.46,0,8296,2,2,"0","0"
194,"HOUSE OF DELEGATES, 88th District (Vote For 1)","AMANDA VINCENT","DEM",1696,21.54,0,8296,2,2,"0","0"
195,"HOUSE OF DELEGATES, 89th District (Vote For 1)","DARREN J THORNE","REP",6665,79.43,0,8850,2,2,"0","0"
196,"HOUSE OF DELEGATES, 89th District (Vote For 1)","ALYSON REEVES","DEM",1726,20.57,0,8850,2,2,"0","0"
197,"HOUSE OF DELEGATES, 90th District (Vote For 1)","GEORGE MILLER","REP",8712,100.00,0,10293,2,2,"0","0"
198,"HOUSE OF DELEGATES, 91st District (Vote For 1)","JOSEPH DE SOTO","REP",5974,76.26,0,8764,1,1,"0","0"
199,"HOUSE OF DELEGATES, 91st District (Vote For 1)","RICK THOMSON","CST",1860,23.74,0,8764,1,1,"0","0"
200,"HOUSE OF DELEGATES, 92nd District (Vote For 1)","MICHAEL HITE","REP",7176,100.00,0,8866,1,1,"0","0"
201,"HOUSE OF DELEGATES, 93rd District (Vote For 1)","MIKE HORNBY","REP",5159,100.00,0,6769,1,1,"0","0"
202,"HOUSE OF DELEGATES, 94th District (Vote For 1)","LARRY D KUMP","REP",6413,100.00,0,8037,1,1,"0","0"
203,"HOUSE OF DELEGATES, 95th District (Vote For 1)","CHARLES “CHUCK” K. HORST","REP",4877,67.38,0,7562,1,1,"0","0"
204,"HOUSE OF DELEGATES, 95th District (Vote For 1)","DEBI CARROLL","DEM",2361,32.62,0,7562,1,1,"0","0"
205,"HOUSE OF DELEGATES, 96th District (Vote For 1)","LISA  WHITE","REP",5383,71.05,0,7920,1,1,"0","0"
206,"HOUSE OF DELEGATES, 96th District (Vote For 1)","ANIQUA “NIKKI” LOWER","DEM",2193,28.95,0,7920,1,1,"0","0"
207,"HOUSE OF DELEGATES, 97th District (Vote For 1)","S. CHRIS ANDERS","REP",4594,54.16,0,8733,2,2,"0","0"
