elec_date,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
6/18/2024,"CITY OF CUSHING",46001,"PROPOSITION NO. 1  CITY OF CUSHING",,3,3,1,"FOR THE PROPOSITION - YES",,21,76,395,492,,
6/18/2024,"CITY OF CUSHING",46001,"PROPOSITION NO. 1  CITY OF CUSHING",,3,3,2,"AGAINST THE PROPOSITION - NO",,5,18,206,229,,
6/18/2024,"CITY OF CUSHING",46002,"PROPOSITION NO. 2  CITY OF CUSHING",,3,3,1,"FOR THE PROPOSITION - YES",,20,71,340,431,,
6/18/2024,"CITY OF CUSHING",46002,"PROPOSITION NO. 2  CITY OF CUSHING",,3,3,2,"AGAINST THE PROPOSITION - NO",,6,21,263,290,,
6/18/2024,"CITY OF CUSHING",46003,"PROPOSITION NO. 3  CITY OF CUSHING",,3,3,1,"FOR THE PROPOSITION - YES",,24,84,507,615,,
6/18/2024,"CITY OF CUSHING",46003,"PROPOSITION NO. 3  CITY OF CUSHING",,3,3,2,"AGAINST THE PROPOSITION - NO",,2,7,85,94,,
6/18/2024,"CITY OF SHAWNEE",46301,"FOR MAYOR  CITY OF SHAWNEE",,15,15,1,"ED BOLT",,150,140,1194,1484,,
6/18/2024,"CITY OF SHAWNEE",46301,"FOR MAYOR  CITY OF SHAWNEE",,15,15,2,"ERIC STEPHENS",,84,210,1267,1561,,
6/18/2024,"CITY OF SHAWNEE",46301,"FOR MAYOR  CITY OF SHAWNEE",,15,15,3,"ROB MORRIS",,31,60,441,532,,
6/18/2024,"CITY OF SHAWNEE",46301,"FOR MAYOR  CITY OF SHAWNEE",,15,15,4,"EDWINA BUTLER-WOLFE",,25,13,195,233,,
6/18/2024,"CITY OF SHAWNEE",46302,"FOR WARD TWO COMMISSIONER  CITY OF SHAWNEE",,9,9,1,"SYDNIE DAVIDSON",,11,33,163,207,,
6/18/2024,"CITY OF SHAWNEE",46302,"FOR WARD TWO COMMISSIONER  CITY OF SHAWNEE",,9,9,2,"GRETA MADSON",,12,26,202,240,,
6/18/2024,"CITY OF SHAWNEE",46302,"FOR WARD TWO COMMISSIONER  CITY OF SHAWNEE",,9,9,3,"CYNDI BERGER",,7,14,137,158,,
6/18/2024,"CITY OF SHAWNEE",46302,"FOR WARD TWO COMMISSIONER  CITY OF SHAWNEE",,9,9,4,"DANA BROWNING",,13,14,92,119,,
6/18/2024,"CITY OF SHAWNEE",46303,"FOR WARD THREE COMMISSIONER  CITY OF SHAWNEE",,3,3,1,"CHRIS ODNEAL",,3,23,149,175,,
6/18/2024,"CITY OF SHAWNEE",46303,"FOR WARD THREE COMMISSIONER  CITY OF SHAWNEE",,3,3,2,"YANNAH FRAZIER",,4,2,33,39,,
6/18/2024,"CITY OF SHAWNEE",46303,"FOR WARD THREE COMMISSIONER  CITY OF SHAWNEE",,3,3,3,"THERESA CODY",,4,12,108,124,,
6/18/2024,"CITY OF DUNCAN",46901,"PROPOSITION NO. 1  CITY OF DUNCAN",,22,22,1,"FOR THE PROPOSITION - YES",,84,332,2166,2582,,
6/18/2024,"CITY OF DUNCAN",46901,"PROPOSITION NO. 1  CITY OF DUNCAN",,22,22,2,"AGAINST THE PROPOSITION - NO",,30,101,550,681,,
6/18/2024,"CITY OF DUNCAN",46902,"PROPOSITION NO. 2  CITY OF DUNCAN",,22,22,1,"FOR THE PROPOSITION - YES",,77,193,1392,1662,,
6/18/2024,"CITY OF DUNCAN",46902,"PROPOSITION NO. 2  CITY OF DUNCAN",,22,22,2,"AGAINST THE PROPOSITION - NO",,40,243,1334,1617,,
6/18/2024,"CITY OF COLLINSVILLE",47201,"PROPOSITION  CITY OF COLLINSVILLE",,6,6,1,"FOR THE PROPOSITION - YES",,10,2,371,383,,
6/18/2024,"CITY OF COLLINSVILLE",47201,"PROPOSITION  CITY OF COLLINSVILLE",,6,6,2,"AGAINST THE PROPOSITION - NO",,10,0,113,123,,
6/18/2024,"CITY OF ALVA",47601,"PROPOSITION  CITY OF ALVA",,3,3,1,"FOR THE PROPOSITION - YES",,29,205,528,762,,
6/18/2024,"CITY OF ALVA",47601,"PROPOSITION  CITY OF ALVA",,3,3,2,"AGAINST THE PROPOSITION - NO",,3,8,55,66,,
6/18/2024,"KILDARE PUBLIC SCHOOL ELEMENTARY SCHOOL DISTRICT NO. 050",53601,"PROPOSITION  KILDARE PUBLIC SCHOOL",,13,13,1,"FOR THE PROPOSITION - YES",,0,3,82,85,,
6/18/2024,"KILDARE PUBLIC SCHOOL ELEMENTARY SCHOOL DISTRICT NO. 050",53601,"PROPOSITION  KILDARE PUBLIC SCHOOL",,13,13,2,"AGAINST THE PROPOSITION - NO",,0,4,49,53,,
6/18/2024,"HASKELL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 002",55101,"PROPOSITION  HASKELL PUBLIC SCHOOLS",,8,8,1,"FOR THE PROPOSITION - YES",,1,6,351,358,,
6/18/2024,"HASKELL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT NO. 002",55101,"PROPOSITION  HASKELL PUBLIC SCHOOLS",,8,8,2,"AGAINST THE PROPOSITION - NO",,4,2,143,149,,
6/18/2024,"VERDIGRIS FIRE",60661,"PROPOSITION  VERDIGRIS FIRE",,4,4,1,"FOR THE PROPOSITION - YES",,11,74,551,636,,
6/18/2024,"VERDIGRIS FIRE",60661,"PROPOSITION  VERDIGRIS FIRE",,4,4,2,"AGAINST THE PROPOSITION - NO",,9,39,253,301,,
