"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
240,"State  House of Representatives, District  36 (Vote For 1)","Write-In","NON",251,1.75,206828,20328,1,1,"0","0"
241,"State  House of Representatives, District  37 (Vote For 1)","REP Steven Long","REP",15207,98.40,206828,25824,1,1,"0","0"
242,"State  House of Representatives, District  37 (Vote For 1)","Write-In","NON",248,1.60,206828,25824,1,1,"0","0"
243,"State  House of Representatives, District  38 (Vote For 1)","REP Josiah Magnuson","REP",18163,81.61,206828,28803,1,1,"0","0"
244,"State  House of Representatives, District  38 (Vote For 1)","DEM JR Taylor","DEM",4052,18.21,206828,28803,1,1,"0","0"
245,"State  House of Representatives, District  38 (Vote For 1)","Write-In","NON",40,0.18,206828,28803,1,1,"0","0"
246,"State  House of Representatives, District  39 (Vote For 1)","REP Cal Forrest","REP",17575,99.25,201854,24358,2,2,"0","0"
247,"State  House of Representatives, District  39 (Vote For 1)","Write-In","NON",133,0.75,201854,24358,2,2,"0","0"
248,"State  House of Representatives, District  40 (Vote For 1)","REP Joe White","REP",15082,98.42,213489,23403,2,2,"0","0"
249,"State  House of Representatives, District  40 (Vote For 1)","Write-In","NON",242,1.58,213489,23403,2,2,"0","0"
250,"State  House of Representatives, District  41 (Vote For 1)","DEM Annie E McDaniel","DEM",15172,98.11,296475,25054,3,3,"0","0"
251,"State  House of Representatives, District  41 (Vote For 1)","Write-In","NON",293,1.89,296475,25054,3,3,"0","0"
252,"State  House of Representatives, District  42 (Vote For 1)","REP Doug Gilliam","REP",11278,67.96,55811,19074,2,2,"0","0"
253,"State  House of Representatives, District  42 (Vote For 1)","DEM David Gossett","DEM",5288,31.87,55811,19074,2,2,"0","0"
254,"State  House of Representatives, District  42 (Vote For 1)","Write-In","NON",29,0.17,55811,19074,2,2,"0","0"
255,"State  House of Representatives, District  43 (Vote For 1)","REP Randy Ligon","REP",15937,99.01,209978,27927,2,2,"0","0"
256,"State  House of Representatives, District  43 (Vote For 1)","Write-In","NON",159,0.99,209978,27927,2,2,"0","0"
257,"State  House of Representatives, District  44 (Vote For 1)","REP Mike Neese","REP",16918,60.98,68795,29372,1,1,"0","0"
258,"State  House of Representatives, District  44 (Vote For 1)","DEM Katie Crosby","DEM",10795,38.91,68795,29372,1,1,"0","0"
259,"State  House of Representatives, District  44 (Vote For 1)","Write-In","NON",30,0.11,68795,29372,1,1,"0","0"
260,"State  House of Representatives, District  45 (Vote For 1)","REP Brandon Newton","REP",12284,64.31,110814,22466,2,2,"0","0"
261,"State  House of Representatives, District  45 (Vote For 1)","DEM Nicole Ventour","DEM",6785,35.52,110814,22466,2,2,"0","0"
262,"State  House of Representatives, District  45 (Vote For 1)","Write-In","NON",32,0.17,110814,22466,2,2,"0","0"
263,"State  House of Representatives, District  46 (Vote For 1)","REP Heath Sessions","REP",12293,59.90,190236,30632,1,1,"0","0"
264,"State  House of Representatives, District  46 (Vote For 1)","DEM John Zabel","DEM",8214,40.02,190236,30632,1,1,"0","0"
265,"State  House of Representatives, District  46 (Vote For 1)","Write-In","NON",16,0.08,190236,30632,1,1,"0","0"
266,"State  House of Representatives, District  47 (Vote For 1)","REP Tommy Pope","REP",19625,98.81,190236,31976,1,1,"0","0"
267,"State  House of Representatives, District  47 (Vote For 1)","Write-In","NON",236,1.19,190236,31976,1,1,"0","0"
268,"State  House of Representatives, District  48 (Vote For 1)","REP Brandon Guffey","REP",18609,98.11,190236,29337,1,1,"0","0"
269,"State  House of Representatives, District  48 (Vote For 1)","Write-In","NON",359,1.89,190236,29337,1,1,"0","0"
270,"State  House of Representatives, District  49 (Vote For 1)","DEM John R King","DEM",12546,98.14,190236,30757,1,1,"0","0"
271,"State  House of Representatives, District  49 (Vote For 1)","Write-In","NON",238,1.86,190236,30757,1,1,"0","0"
272,"State  House of Representatives, District  50 (Vote For 1)","DEM Will Wheeler","DEM",13512,98.12,113312,22661,3,3,"0","0"
273,"State  House of Representatives, District  50 (Vote For 1)","Write-In","NON",259,1.88,113312,22661,3,3,"0","0"
274,"State  House of Representatives, District  51 (Vote For 1)","DEM David Weeks","DEM",11824,98.72,61269,16689,1,1,"0","0"
275,"State  House of Representatives, District  51 (Vote For 1)","Write-In","NON",153,1.28,61269,16689,1,1,"0","0"
276,"State  House of Representatives, District  52 (Vote For 1)","DEM Jermaine Johnson","DEM",14205,97.70,302914,27501,2,2,"0","0"
277,"State  House of Representatives, District  52 (Vote For 1)","Write-In","NON",335,2.30,302914,27501,2,2,"0","0"
278,"State  House of Representatives, District  53 (Vote For 1)","REP Richard Richie Yow","REP",13365,73.74,135287,20403,3,3,"0","0"
279,"State  House of Representatives, District  53 (Vote For 1)","DEM Bruce Wallace","DEM",4738,26.14,135287,20403,3,3,"0","0"
280,"State  House of Representatives, District  53 (Vote For 1)","Write-In","NON",22,0.12,135287,20403,3,3,"0","0"
281,"State  House of Representatives, District  54 (Vote For 1)","REP Sterling McDiarmid","REP",7700,47.85,98533,21125,4,4,"0","0"
282,"State  House of Representatives, District  54 (Vote For 1)","DEM Jason Scott Luck","DEM",8371,52.02,98533,21125,4,4,"0","0"
283,"State  House of Representatives, District  54 (Vote For 1)","Write-In","NON",20,0.12,98533,21125,4,4,"0","0"
284,"State  House of Representatives, District  55 (Vote For 1)","DEM Jackie E Hayes","DEM",12488,98.63,383221,22108,4,4,"0","0"
285,"State  House of Representatives, District  55 (Vote For 1)","Write-In","NON",173,1.37,383221,22108,4,4,"0","0"
286,"State  House of Representatives, District  56 (Vote For 1)","REP Tim McGinnis","REP",21060,99.04,267402,34389,1,1,"0","0"
287,"State  House of Representatives, District  56 (Vote For 1)","Write-In","NON",205,0.96,267402,34389,1,1,"0","0"
288,"State  House of Representatives, District  57 (Vote For 1)","REP Kevin Taylor Coleridge","REP",7645,41.12,306863,24565,3,3,"0","0"
289,"State  House of Representatives, District  57 (Vote For 1)","DEM Lucas Atkinson","DEM",10897,58.61,306863,24565,3,3,"0","0"
290,"State  House of Representatives, District  57 (Vote For 1)","Write-In","NON",50,0.27,306863,24565,3,3,"0","0"
291,"State  House of Representatives, District  58 (Vote For 1)","REP Jeff Johnson","REP",16286,99.15,267402,24812,1,1,"0","0"
292,"State  House of Representatives, District  58 (Vote For 1)","Write-In","NON",140,0.85,267402,24812,1,1,"0","0"
293,"State  House of Representatives, District  59 (Vote For 1)","DEM Terry Alexander","DEM",11049,98.24,103987,27164,2,2,"0","0"
294,"State  House of Representatives, District  59 (Vote For 1)","Write-In","NON",198,1.76,103987,27164,2,2,"0","0"
295,"State  House of Representatives, District  60 (Vote For 1)","REP Phillip Lowe","REP",14413,98.92,83778,23118,1,1,"0","0"
296,"State  House of Representatives, District  60 (Vote For 1)","Write-In","NON",157,1.08,83778,23118,1,1,"0","0"
297,"State  House of Representatives, District  61 (Vote For 1)","REP Carla Schuessler","REP",13645,98.78,267402,23852,1,1,"0","0"
298,"State  House of Representatives, District  61 (Vote For 1)","Write-In","NON",168,1.22,267402,23852,1,1,"0","0"
299,"State  House of Representatives, District  62 (Vote For 1)","DEM Robert Williams","DEM",11534,97.77,124302,20631,2,2,"0","0"
300,"State  House of Representatives, District  62 (Vote For 1)","Write-In","NON",263,2.23,124302,20631,2,2,"0","0"
301,"State  House of Representatives, District  63 (Vote For 1)","REP Jay Jordan","REP",12633,66.37,83778,22587,1,1,"0","0"
302,"State  House of Representatives, District  63 (Vote For 1)","DEM Kory Haskins","DEM",6386,33.55,83778,22587,1,1,"0","0"
303,"State  House of Representatives, District  63 (Vote For 1)","Write-In","NON",15,0.08,83778,22587,1,1,"0","0"
304,"State  House of Representatives, District  64 (Vote For 1)","REP Fawn Pedalino","REP",11055,55.76,82934,21395,2,2,"0","0"
305,"State  House of Representatives, District  64 (Vote For 1)","DEM Quadri Bell","DEM",8758,44.18,82934,21395,2,2,"0","0"
306,"State  House of Representatives, District  64 (Vote For 1)","Write-In","NON",12,0.06,82934,21395,2,2,"0","0"
307,"State  House of Representatives, District  65 (Vote For 1)","REP Cody T Mitchell","REP",15665,99.23,177306,20719,4,4,"0","0"
308,"State  House of Representatives, District  65 (Vote For 1)","Write-In","NON",121,0.77,177306,20719,4,4,"0","0"
309,"State  House of Representatives, District  66 (Vote For 1)","REP Jackie Terribile","REP",15552,90.58,190236,24886,1,1,"0","0"
310,"State  House of Representatives, District  66 (Vote For 1)","Write-In","NON",1618,9.42,190236,24886,1,1,"0","0"
311,"State  House of Representatives, District  67 (Vote For 1)","REP Murrell Smith","REP",13683,98.41,61269,19691,1,1,"0","0"
312,"State  House of Representatives, District  67 (Vote For 1)","Write-In","NON",221,1.59,61269,19691,1,1,"0","0"
313,"State  House of Representatives, District  68 (Vote For 1)","REP Heather Ammons Crawford","REP",18119,99.00,267402,28247,1,1,"0","0"
314,"State  House of Representatives, District  68 (Vote For 1)","Write-In","NON",183,1.00,267402,28247,1,1,"0","0"
315,"State  House of Representatives, District  69 (Vote For 1)","REP Chris Wooten","REP",14660,81.45,190088,28352,1,1,"0","0"
316,"State  House of Representatives, District  69 (Vote For 1)","LIB Allen James Broadus","LIB",3231,17.95,190088,28352,1,1,"0","0"
317,"State  House of Representatives, District  69 (Vote For 1)","Write-In","NON",108,0.60,190088,28352,1,1,"0","0"
318,"State  House of Representatives, District  70 (Vote For 1)","DEM Robert Reese","DEM",13752,97.26,302914,30198,2,2,"0","0"
319,"State  House of Representatives, District  70 (Vote For 1)","Write-In","NON",388,2.74,302914,30198,2,2,"0","0"
320,"State  House of Representatives, District  71 (Vote For 1)","REP Nathan Ballentine","REP",18992,98.07,450983,28651,2,2,"0","0"
321,"State  House of Representatives, District  71 (Vote For 1)","Write-In","NON",374,1.93,450983,28651,2,2,"0","0"
322,"State  House of Representatives, District  72 (Vote For 1)","DEM Seth Rose","DEM",8282,98.96,260895,12506,1,1,"0","0"
323,"State  House of Representatives, District  72 (Vote For 1)","Write-In","NON",87,1.04,260895,12506,1,1,"0","0"
324,"State  House of Representatives, District  73 (Vote For 1)","DEM Chris Hart","DEM",11952,98.97,260895,17693,1,1,"0","0"
325,"State  House of Representatives, District  73 (Vote For 1)","Write-In","NON",124,1.03,260895,17693,1,1,"0","0"
326,"State  House of Representatives, District  74 (Vote For 1)","DEM Todd Rutherford","DEM",12303,98.42,260895,17912,1,1,"0","0"
327,"State  House of Representatives, District  74 (Vote For 1)","Write-In","NON",197,1.58,260895,17912,1,1,"0","0"
328,"State  House of Representatives, District  75 (Vote For 1)","REP Kirkman Finlay","REP",8610,46.61,260895,23845,1,1,"0","0"
329,"State  House of Representatives, District  75 (Vote For 1)","DEM Heather Bauer","DEM",9846,53.31,260895,23845,1,1,"0","0"
330,"State  House of Representatives, District  75 (Vote For 1)","Write-In","NON",15,0.08,260895,23845,1,1,"0","0"
331,"State  House of Representatives, District  76 (Vote For 1)","DEM Leon Howard","DEM",12651,92.00,260895,19977,1,1,"0","0"
332,"State  House of Representatives, District  76 (Vote For 1)","WRK Gary Votour","WRK",1052,7.65,260895,19977,1,1,"0","0"
333,"State  House of Representatives, District  76 (Vote For 1)","Write-In","NON",48,0.35,260895,19977,1,1,"0","0"
334,"State  House of Representatives, District  77 (Vote For 1)","DEM Kambrell Garvin","DEM",17863,99.08,260895,28370,1,1,"0","0"
335,"State  House of Representatives, District  77 (Vote For 1)","Write-In","NON",165,0.92,260895,28370,1,1,"0","0"
336,"State  House of Representatives, District  78 (Vote For 1)","DEM Beth Bernstein","DEM",14847,98.72,260895,24262,1,1,"0","0"
337,"State  House of Representatives, District  78 (Vote For 1)","Write-In","NON",193,1.28,260895,24262,1,1,"0","0"
338,"State  House of Representatives, District  79 (Vote For 1)","REP Rebecca Madsen","REP",4851,24.62,260895,28213,1,1,"0","0"
339,"State  House of Representatives, District  79 (Vote For 1)","DEM Hamilton Grant","DEM",14831,75.27,260895,28213,1,1,"0","0"
340,"State  House of Representatives, District  79 (Vote For 1)","Write-In","NON",21,0.11,260895,28213,1,1,"0","0"
341,"State  House of Representatives, District  80 (Vote For 1)","REP Kathy Landing","REP",16029,65.12,268597,26698,1,1,"0","0"
342,"State  House of Representatives, District  80 (Vote For 1)","DEM Donna Brown Newton","DEM",8574,34.83,268597,26698,1,1,"0","0"
343,"State  House of Representatives, District  80 (Vote For 1)","Write-In","NON",13,0.05,268597,26698,1,1,"0","0"
344,"State  House of Representatives, District  81 (Vote For 1)","REP Charles Hartz","REP",16290,68.02,113203,28862,1,1,"0","0"
345,"State  House of Representatives, District  81 (Vote For 1)","DEM Jensen Jennings","DEM",7630,31.86,113203,28862,1,1,"0","0"
346,"State  House of Representatives, District  81 (Vote For 1)","Write-In","NON",29,0.12,113203,28862,1,1,"0","0"
347,"State  House of Representatives, District  82 (Vote For 1)","REP Suzanne Suzy Spurgeon","REP",7676,46.06,142759,22361,3,3,"0","0"
348,"State  House of Representatives, District  82 (Vote For 1)","DEM William Bill Clyburn","DEM",8982,53.90,142759,22361,3,3,"0","0"
349,"State  House of Representatives, District  82 (Vote For 1)","Write-In","NON",7,0.04,142759,22361,3,3,"0","0"
350,"State  House of Representatives, District  83 (Vote For 1)","REP Bill Hixon","REP",17038,98.73,130993,24123,2,2,"0","0"
351,"State  House of Representatives, District  83 (Vote For 1)","Write-In","NON",220,1.27,130993,24123,2,2,"0","0"
352,"State  House of Representatives, District  84 (Vote For 1)","REP Melissa Oremus","REP",15098,98.83,113203,24973,1,1,"0","0"
353,"State  House of Representatives, District  84 (Vote For 1)","Write-In","NON",179,1.17,113203,24973,1,1,"0","0"
354,"State  House of Representatives, District  85 (Vote For 1)","REP Jay Kilmartin","REP",17933,98.12,190088,28301,1,1,"0","0"
355,"State  House of Representatives, District  85 (Vote For 1)","Write-In","NON",343,1.88,190088,28301,1,1,"0","0"
356,"State  House of Representatives, District  86 (Vote For 1)","REP Bill Taylor","REP",14950,98.84,303291,23129,2,2,"0","0"
357,"State  House of Representatives, District  86 (Vote For 1)","Write-In","NON",175,1.16,303291,23129,2,2,"0","0"
358,"State  House of Representatives, District  87 (Vote For 1)","REP Paula Rawl Calhoon","REP",18574,85.58,190088,29741,1,1,"0","0"
359,"State  House of Representatives, District  87 (Vote For 1)","LIB Robin Machajewski","LIB",3046,14.03,190088,29741,1,1,"0","0"
360,"State  House of Representatives, District  87 (Vote For 1)","Write-In","NON",84,0.39,190088,29741,1,1,"0","0"
361,"State  House of Representatives, District  88 (Vote For 1)","REP RJ May","REP",13020,92.18,190088,25841,1,1,"0","0"
362,"State  House of Representatives, District  88 (Vote For 1)","Write-In","NON",1104,7.82,190088,25841,1,1,"0","0"
363,"State  House of Representatives, District  89 (Vote For 1)","REP Micah Caskey","REP",10158,60.24,190088,20954,1,1,"0","0"
364,"State  House of Representatives, District  89 (Vote For 1)","DEM Wayne Borders","DEM",6681,39.62,190088,20954,1,1,"0","0"
365,"State  House of Representatives, District  89 (Vote For 1)","Write-In","NON",23,0.14,190088,20954,1,1,"0","0"
366,"State  House of Representatives, District  90 (Vote For 1)","REP H Frank Dickson","REP",7085,39.96,185187,23292,4,4,"0","0"
367,"State  House of Representatives, District  90 (Vote For 1)","DEM Justin Bamberg","DEM",10625,59.92,185187,23292,4,4,"0","0"
368,"State  House of Representatives, District  90 (Vote For 1)","Write-In","NON",22,0.12,185187,23292,4,4,"0","0"
369,"State  House of Representatives, District  91 (Vote For 1)","REP Ben Kinlaw","REP",8690,48.35,65084,20755,3,3,"0","0"
370,"State  House of Representatives, District  91 (Vote For 1)","DEM Lonnie Hosey","DEM",9274,51.60,65084,20755,3,3,"0","0"
371,"State  House of Representatives, District  91 (Vote For 1)","Write-In","NON",10,0.06,65084,20755,3,3,"0","0"
372,"State  House of Representatives, District  92 (Vote For 1)","REP Brandon Cox","REP",12632,97.90,146231,20808,1,1,"0","0"
373,"State  House of Representatives, District  92 (Vote For 1)","Write-In","NON",271,2.10,146231,20808,1,1,"0","0"
374,"State  House of Representatives, District  93 (Vote For 1)","REP Krista Hassell","REP",9127,46.40,247782,23163,3,3,"0","0"
375,"State  House of Representatives, District  93 (Vote For 1)","DEM Jerry Govan","DEM",10145,51.58,247782,23163,3,3,"0","0"
376,"State  House of Representatives, District  93 (Vote For 1)","WRK Harold Geddings","WRK",360,1.83,247782,23163,3,3,"0","0"
377,"State  House of Representatives, District  93 (Vote For 1)","Write-In","NON",38,0.19,247782,23163,3,3,"0","0"
378,"State  House of Representatives, District  94 (Vote For 1)","REP Gil Gatch","REP",13649,98.20,373639,26252,2,2,"0","0"
379,"State  House of Representatives, District  94 (Vote For 1)","Write-In","NON",250,1.80,373639,26252,2,2,"0","0"
380,"State  House of Representatives, District  95 (Vote For 1)","DEM Gilda Cobb-Hunter","DEM",12568,98.27,152640,20322,2,2,"0","0"
381,"State  House of Representatives, District  95 (Vote For 1)","Write-In","NON",221,1.73,152640,20322,2,2,"0","0"
382,"State  House of Representatives, District  96 (Vote For 1)","REP D Ryan McCabe","REP",14055,99.08,190088,22251,1,1,"0","0"
383,"State  House of Representatives, District  96 (Vote For 1)","Write-In","NON",131,0.92,190088,22251,1,1,"0","0"
384,"State  House of Representatives, District  97 (Vote For 1)","REP Robby Robbins","REP",15464,99.06,129678,25169,2,2,"0","0"
385,"State  House of Representatives, District  97 (Vote For 1)","Write-In","NON",146,0.94,129678,25169,2,2,"0","0"
386,"State  House of Representatives, District  98 (Vote For 1)","REP Chris Murphy","REP",9838,56.86,105042,19590,1,1,"0","0"
387,"State  House of Representatives, District  98 (Vote For 1)","DEM Sonja Ogletree Satani","DEM",7429,42.93,105042,19590,1,1,"0","0"
388,"State  House of Representatives, District  98 (Vote For 1)","Write-In","NON",36,0.21,105042,19590,1,1,"0","0"
389,"State  House of Representatives, District  99 (Vote For 1)","REP Mark Smith","REP",16409,98.51,146231,23489,1,1,"0","0"
390,"State  House of Representatives, District  99 (Vote For 1)","Write-In","NON",249,1.49,146231,23489,1,1,"0","0"
391,"State  House of Representatives, District  100 (Vote For 1)","REP Sylleste Davis","REP",14596,98.61,146231,24738,1,1,"0","0"
392,"State  House of Representatives, District  100 (Vote For 1)","Write-In","NON",205,1.39,146231,24738,1,1,"0","0"
393,"State  House of Representatives, District  101 (Vote For 1)","DEM Roger K Kirby","DEM",12531,98.45,249261,20216,3,3,"0","0"
394,"State  House of Representatives, District  101 (Vote For 1)","Write-In","NON",197,1.55,249261,20216,3,3,"0","0"
395,"State  House of Representatives, District  102 (Vote For 1)","REP Harriet Holman","REP",10773,51.87,251273,25028,2,2,"0","0"
396,"State  House of Representatives, District  102 (Vote For 1)","DEM Joe Jefferson","DEM",9969,48.00,251273,25028,2,2,"0","0"
397,"State  House of Representatives, District  102 (Vote For 1)","Write-In","NON",27,0.13,251273,25028,2,2,"0","0"
398,"State  House of Representatives, District  103 (Vote For 1)","DEM Carl L Anderson","DEM",11367,98.40,460678,24564,3,3,"0","0"
399,"State  House of Representatives, District  103 (Vote For 1)","Write-In","NON",185,1.60,460678,24564,3,3,"0","0"
400,"State  House of Representatives, District  104 (Vote For 1)","REP William Bailey","REP",24670,99.38,267402,33858,1,1,"0","0"
401,"State  House of Representatives, District  104 (Vote For 1)","Write-In","NON",155,0.62,267402,33858,1,1,"0","0"
402,"State  House of Representatives, District  105 (Vote For 1)","REP Kevin Hardee","REP",19214,99.25,267402,38626,1,1,"0","0"
403,"State  House of Representatives, District  105 (Vote For 1)","Write-In","NON",146,0.75,267402,38626,1,1,"0","0"
404,"State  House of Representatives, District  106 (Vote For 1)","REP Val Guest","REP",21778,98.53,267402,32589,1,1,"0","0"
405,"State  House of Representatives, District  106 (Vote For 1)","Write-In","NON",324,1.47,267402,32589,1,1,"0","0"
406,"State  House of Representatives, District  107 (Vote For 1)","REP Case Brittain","REP",16658,98.70,267402,24835,1,1,"0","0"
407,"State  House of Representatives, District  107 (Vote For 1)","Write-In","NON",219,1.30,267402,24835,1,1,"0","0"
408,"State  House of Representatives, District  108 (Vote For 1)","REP Lee Hewitt","REP",20536,99.30,315642,31278,2,2,"0","0"
409,"State  House of Representatives, District  108 (Vote For 1)","Write-In","NON",144,0.70,315642,31278,2,2,"0","0"
410,"State  House of Representatives, District  109 (Vote For 1)","DEM Tiffany Spann-Wilder","DEM",10157,98.03,373639,15587,2,2,"0","0"
411,"State  House of Representatives, District  109 (Vote For 1)","Write-In","NON",204,1.97,373639,15587,2,2,"0","0"
412,"State  House of Representatives, District  110 (Vote For 1)","REP Tom Hartnett","REP",12907,55.94,268597,25107,1,1,"0","0"
413,"State  House of Representatives, District  110 (Vote For 1)","DEM John Moffett","DEM",10145,43.97,268597,25107,1,1,"0","0"
414,"State  House of Representatives, District  110 (Vote For 1)","Write-In","NON",20,0.09,268597,25107,1,1,"0","0"
415,"State  House of Representatives, District  111 (Vote For 1)","LIB Joe Jernigan","LIB",2510,16.71,268597,18607,1,1,"0","0"
416,"State  House of Representatives, District  111 (Vote For 1)","DEM Wendell G Gilliard","DEM",12457,82.91,268597,18607,1,1,"0","0"
417,"State  House of Representatives, District  111 (Vote For 1)","Write-In","NON",58,0.39,268597,18607,1,1,"0","0"
418,"State  House of Representatives, District  112 (Vote For 1)","REP Joe Bustos","REP",16905,61.04,268597,34137,1,1,"0","0"
419,"State  House of Representatives, District  112 (Vote For 1)","DEM Peter Brennan","DEM",10765,38.87,268597,34137,1,1,"0","0"
420,"State  House of Representatives, District  112 (Vote For 1)","Write-In","NON",23,0.08,268597,34137,1,1,"0","0"
421,"State  House of Representatives, District  113 (Vote For 1)","DEM Marvin Rashad Pendarvis","DEM",9373,97.28,268597,20594,1,1,"0","0"
422,"State  House of Representatives, District  113 (Vote For 1)","Write-In","NON",262,2.72,268597,20594,1,1,"0","0"
423,"State  House of Representatives, District  114 (Vote For 1)","REP Gary Brewer","REP",15892,61.11,373639,28469,2,2,"0","0"
424,"State  House of Representatives, District  114 (Vote For 1)","DEM Adrienne Lett","DEM",10082,38.77,373639,28469,2,2,"0","0"
425,"State  House of Representatives, District  114 (Vote For 1)","Write-In","NON",30,0.12,373639,28469,2,2,"0","0"
426,"State  House of Representatives, District  115 (Vote For 1)","REP J Warren Sloane","REP",12623,48.07,268597,32386,1,1,"0","0"
427,"State  House of Representatives, District  115 (Vote For 1)","DEM Spencer Wetmore","DEM",13627,51.89,268597,32386,1,1,"0","0"
428,"State  House of Representatives, District  115 (Vote For 1)","Write-In","NON",11,0.04,268597,32386,1,1,"0","0"
429,"State  House of Representatives, District  116 (Vote For 1)","REP James Teeple","REP",12576,51.18,293233,25711,2,2,"0","0"
430,"State  House of Representatives, District  116 (Vote For 1)","DEM Charlie Murray","DEM",11984,48.77,293233,25711,2,2,"0","0"
431,"State  House of Representatives, District  116 (Vote For 1)","Write-In","NON",11,0.04,293233,25711,2,2,"0","0"
432,"State  House of Representatives, District  117 (Vote For 1)","REP Jordan Pace","REP",16281,97.90,146231,28385,1,1,"0","0"
433,"State  House of Representatives, District  117 (Vote For 1)","Write-In","NON",349,2.10,146231,28385,1,1,"0","0"
434,"State  House of Representatives, District  118 (Vote For 1)","REP Bill Herbkersman","REP",16052,64.73,140221,28434,1,1,"0","0"
435,"State  House of Representatives, District  118 (Vote For 1)","DEM Charity Owens","DEM",8733,35.22,140221,28434,1,1,"0","0"
436,"State  House of Representatives, District  118 (Vote For 1)","Write-In","NON",13,0.05,140221,28434,1,1,"0","0"
437,"State  House of Representatives, District  119 (Vote For 1)","REP Brendan R Magee","REP",10775,44.74,268597,31168,1,1,"0","0"
438,"State  House of Representatives, District  119 (Vote For 1)","DEM Leon Stavrinakis","DEM",13280,55.14,268597,31168,1,1,"0","0"
439,"State  House of Representatives, District  119 (Vote For 1)","Write-In","NON",28,0.12,268597,31168,1,1,"0","0"
440,"State  House of Representatives, District  120 (Vote For 1)","REP Weston Newton","REP",17696,66.68,163771,30880,2,2,"0","0"
441,"State  House of Representatives, District  120 (Vote For 1)","DEM Kate Creech","DEM",8820,33.24,163771,30880,2,2,"0","0"
442,"State  House of Representatives, District  120 (Vote For 1)","Write-In","NON",21,0.08,163771,30880,2,2,"0","0"
443,"State  House of Representatives, District  121 (Vote For 1)","REP Shelley Gay Yuhas","REP",7149,41.86,164857,22570,2,2,"0","0"
444,"State  House of Representatives, District  121 (Vote For 1)","DEM Michael F Rivers Sr","DEM",9913,58.04,164857,22570,2,2,"0","0"
445,"State  House of Representatives, District  121 (Vote For 1)","Write-In","NON",18,0.11,164857,22570,2,2,"0","0"
446,"State  House of Representatives, District  122 (Vote For 1)","REP Bill Hager","REP",11234,53.59,199594,22747,4,4,"0","0"
447,"State  House of Representatives, District  122 (Vote For 1)","DEM Audrey Hopkins Williams","DEM",9718,46.36,199594,22747,4,4,"0","0"
448,"State  House of Representatives, District  122 (Vote For 1)","Write-In","NON",12,0.06,199594,22747,4,4,"0","0"
449,"State  House of Representatives, District  123 (Vote For 1)","REP Jeff Bradley","REP",15113,59.87,163771,27165,2,2,"0","0"
450,"State  House of Representatives, District  123 (Vote For 1)","DEM Lisette Cifaldi","DEM",10114,40.07,163771,27165,2,2,"0","0"
451,"State  House of Representatives, District  123 (Vote For 1)","Write-In","NON",15,0.06,163771,27165,2,2,"0","0"
452,"State  House of Representatives, District  124 (Vote For 1)","REP Shannon Erickson","REP",13086,63.21,140221,24099,1,1,"0","0"
453,"State  House of Representatives, District  124 (Vote For 1)","DEM Melinda Henrickson","DEM",7589,36.66,140221,24099,1,1,"0","0"
454,"State  House of Representatives, District  124 (Vote For 1)","Write-In","NON",26,0.13,140221,24099,1,1,"0","0"
455,"Solicitor, Circuit 1 (Vote For 1)","DEM David M Pascoe","DEM",76175,97.71,162736,123492,3,3,"0","0"
456,"Solicitor, Circuit 1 (Vote For 1)","Write-In","NON",1786,2.29,162736,123492,3,3,"0","0"
457,"Solicitor, Circuit 2 (Vote For 1)","REP Bill Weeks","REP",72927,99.05,134013,102293,3,3,"0","0"
458,"Solicitor, Circuit 2 (Vote For 1)","Write-In","NON",699,0.95,134013,102293,3,3,"0","0"
459,"Solicitor, Circuit 4 (Vote For 1)","REP Mike Burch","REP",39553,57.13,98533,71301,4,4,"0","0"
460,"Solicitor, Circuit 4 (Vote For 1)","DEM Monty Bell","DEM",29641,42.82,98533,71301,4,4,"0","0"
461,"Solicitor, Circuit 4 (Vote For 1)","Write-In","NON",34,0.05,98533,71301,4,4,"0","0"
462,"Solicitor, Circuit 7 (Vote For 1)","REP Barry Joe Barnette","REP",136825,98.94,240492,181300,2,2,"0","0"
463,"Solicitor, Circuit 7 (Vote For 1)","Write-In","NON",1466,1.06,240492,181300,2,2,"0","0"
464,"Solicitor, Circuit 8 (Vote For 1)","REP David Stumbo","REP",69558,99.21,120296,91829,4,4,"0","0"
465,"Solicitor, Circuit 8 (Vote For 1)","Write-In","NON",557,0.79,120296,91829,4,4,"0","0"
466,"Solicitor, Circuit 9 (Vote For 1)","REP Scarlett A Wilson","REP",181761,57.19,414828,329997,2,2,"0","0"
467,"Solicitor, Circuit 9 (Vote For 1)","DEM David Osborne","DEM",135831,42.74,414828,329997,2,2,"0","0"
468,"Solicitor, Circuit 9 (Vote For 1)","Write-In","NON",229,0.07,414828,329997,2,2,"0","0"
469,"Solicitor, Circuit 10 (Vote For 1)","REP Micah Black","REP",114766,99.30,179172,141422,2,2,"0","0"
470,"Solicitor, Circuit 10 (Vote For 1)","Write-In","NON",809,0.70,179172,141422,2,2,"0","0"
471,"Solicitor, Circuit 11 (Vote For 1)","REP Rick Hubbard","REP",135498,99.20,227265,177230,4,4,"0","0"
472,"Solicitor, Circuit 11 (Vote For 1)","Write-In","NON",1086,0.80,227265,177230,4,4,"0","0"
473,"Solicitor, Circuit 14 (Vote For 1)","REP Duffie Stone","REP",104049,98.57,204181,153530,5,5,"0","0"
