"Contest ID","Contest Name","Location","Total Precincts","Precincts Reporting","Precincts Partially Reporting","Total Votes","Candidate ID","Candidate Name","Candidate Votes","Candidate Vote Percentage"
"215","State Senate District 01","Jefferson","21","21","0","2661","388","Senator Ben Gilmore","2661","100.00"
"215","State Senate District 01","Bradley","14","14","0","2107","388","Senator Ben Gilmore","2107","100.00"
"215","State Senate District 01","Ashley","30","30","0","4708","388","Senator Ben Gilmore","4708","100.00"
"215","State Senate District 01","Chicot","12","12","0","2647","388","Senator Ben Gilmore","2647","100.00"
"215","State Senate District 01","Cleveland","17","17","0","2486","388","Senator Ben Gilmore","2486","100.00"
"215","State Senate District 01","Drew","15","15","0","4206","388","Senator Ben Gilmore","4206","100.00"
"215","State Senate District 01","Grant","3","3","0","937","388","Senator Ben Gilmore","937","100.00"
"215","State Senate District 01","Lincoln","15","15","0","1828","388","Senator Ben Gilmore","1828","100.00"
"533","State Senate District 02","Ouachita","18","18","0","6968","1015","Matt Stone","3938","56.52"
"533","State Senate District 02","Ouachita","18","18","0","6968","1014","Garry L. Smith","3030","43.48"
"533","State Senate District 02","Dallas","9","9","0","2047","1015","Matt Stone","1349","65.90"
"533","State Senate District 02","Dallas","9","9","0","2047","1014","Garry L. Smith","698","34.10"
"533","State Senate District 02","Calhoun","5","5","0","1578","1015","Matt Stone","1219","77.25"
"533","State Senate District 02","Calhoun","5","5","0","1578","1014","Garry L. Smith","359","22.75"
"533","State Senate District 02","Union","28","28","0","11562","1015","Matt Stone","7830","67.72"
"533","State Senate District 02","Union","28","28","0","11562","1014","Garry L. Smith","3732","32.28"
"533","State Senate District 02","Grant","22","22","0","4102","1015","Matt Stone","3455","84.23"
"533","State Senate District 02","Grant","22","22","0","4102","1014","Garry L. Smith","647","15.77"
"1235","State Senate District 03","Clark","21","21","0","4568","2374","Alderman Steve Crowell","4568","100.00"
"1235","State Senate District 03","Pike","5","5","0","1693","2374","Alderman Steve Crowell","1693","100.00"
"1235","State Senate District 03","Lafayette","25","25","0","1579","2374","Alderman Steve Crowell","1579","100.00"
"1235","State Senate District 03","Columbia","14","14","0","4926","2374","Alderman Steve Crowell","4926","100.00"
"1235","State Senate District 03","Hot Spring","3","3","0","1078","2374","Alderman Steve Crowell","1078","100.00"
"223","State Senate District 04","Hempstead","6","6","0","668","402","Senator Jimmy Hickey, JR.","455","68.11"
"223","State Senate District 04","Hempstead","6","6","0","668","401","Lonny M. Goodwin","213","31.89"
"223","State Senate District 04","Howard","36","36","0","3526","402","Senator Jimmy Hickey, JR.","2641","74.90"
"223","State Senate District 04","Howard","36","36","0","3526","401","Lonny M. Goodwin","885","25.10"
"223","State Senate District 04","Sevier","9","9","0","3503","402","Senator Jimmy Hickey, JR.","2924","83.47"
"223","State Senate District 04","Sevier","9","9","0","3503","401","Lonny M. Goodwin","579","16.53"
"223","State Senate District 04","Little River","20","20","0","3700","402","Senator Jimmy Hickey, JR.","2965","80.14"
"223","State Senate District 04","Little River","20","20","0","3700","401","Lonny M. Goodwin","735","19.86"
"223","State Senate District 04","Miller","19","19","0","11005","402","Senator Jimmy Hickey, JR.","8730","79.33"
"223","State Senate District 04","Miller","19","19","0","11005","401","Lonny M. Goodwin","2275","20.67"
"682","State Senate District 05","Pike","6","6","0","1614","1303","Senator Terry Rice","1614","100.00"
"682","State Senate District 05","Conway","5","5","0","218","1303","Senator Terry Rice","218","100.00"
"682","State Senate District 05","Sebastian","24","24","0","4814","1303","Senator Terry Rice","4814","100.00"
"682","State Senate District 05","Polk","17","17","0","6232","1303","Senator Terry Rice","6232","100.00"
"682","State Senate District 05","Scott","26","26","0","2781","1303","Senator Terry Rice","2781","100.00"
"682","State Senate District 05","Pope","1","1","0","0","1303","Senator Terry Rice","0","0.00"
"682","State Senate District 05","Logan","4","4","0","394","1303","Senator Terry Rice","394","100.00"
"682","State Senate District 05","Yell","25","25","0","4082","1303","Senator Terry Rice","4082","100.00"
"682","State Senate District 05","Perry","17","17","0","3140","1303","Senator Terry Rice","3140","100.00"
"51","State Senate District 06","Saline","5","5","0","5468","98","Justice of the Peace Matt McKee","4116","75.27"
"51","State Senate District 06","Saline","5","5","0","5468","97","Cortney Warwick McKee","1352","24.73"
"51","State Senate District 06","Garland","43","43","0","25292","98","Justice of the Peace Matt McKee","17337","68.55"
"51","State Senate District 06","Garland","43","43","0","25292","97","Cortney Warwick McKee","7955","31.45"
"936","State Senate District 07","Grant","7","7","0","1055","1806","State Senator Alan Clark","1055","100.00"
"936","State Senate District 07","Saline","15","15","0","10109","1806","State Senator Alan Clark","10109","100.00"
"936","State Senate District 07","Hot Spring","28","28","0","7104","1806","State Senator Alan Clark","7104","100.00"
"936","State Senate District 07","Garland","14","14","0","5584","1806","State Senator Alan Clark","5584","100.00"
"889","State Senate District 08","Pulaski","3","3","0","490","1711","Senator Stephanie Flowers","305","62.24"
"889","State Senate District 08","Pulaski","3","3","0","490","1710","David Dinwiddie","185","37.76"
"889","State Senate District 08","Lonoke","16","16","0","1383","1711","Senator Stephanie Flowers","784","56.69"
"889","State Senate District 08","Lonoke","16","16","0","1383","1710","David Dinwiddie","599","43.31"
"889","State Senate District 08","Jefferson","153","153","0","13127","1711","Senator Stephanie Flowers","10089","76.86"
"889","State Senate District 08","Jefferson","153","153","0","13127","1710","David Dinwiddie","3038","23.14"
"889","State Senate District 08","Drew","2","2","0","146","1711","Senator Stephanie Flowers","105","71.92"
"889","State Senate District 08","Drew","2","2","0","146","1710","David Dinwiddie","41","28.08"
"889","State Senate District 08","Arkansas","18","18","0","748","1710","David Dinwiddie","444","59.36"
"889","State Senate District 08","Arkansas","18","18","0","748","1711","Senator Stephanie Flowers","304","40.64"
"889","State Senate District 08","Desha","21","21","0","2639","1711","Senator Stephanie Flowers","1859","70.44"
"889","State Senate District 08","Desha","21","21","0","2639","1710","David Dinwiddie","780","29.56"
"889","State Senate District 08","Lincoln","16","16","0","701","1711","Senator Stephanie Flowers","513","73.18"
"889","State Senate District 08","Lincoln","16","16","0","701","1710","David Dinwiddie","188","26.82"
"558","State Senate District 09","Crittenden","18","18","0","10689","1077","Terry Fuller","5384","50.37"
"558","State Senate District 09","Crittenden","18","18","0","10689","1076","State Representative Reginald Murdock","5305","49.63"
"558","State Senate District 09","St. Francis","10","10","0","2698","1076","State Representative Reginald Murdock","1734","64.27"
"558","State Senate District 09","St. Francis","10","10","0","2698","1077","Terry Fuller","964","35.73"
"558","State Senate District 09","Lee","7","7","0","1262","1076","State Representative Reginald Murdock","758","60.06"
"558","State Senate District 09","Lee","7","7","0","1262","1077","Terry Fuller","504","39.94"
"558","State Senate District 09","Phillips","1","1","0","4263","1076","State Representative Reginald Murdock","2322","54.47"
"558","State Senate District 09","Phillips","1","1","0","4263","1077","Terry Fuller","1941","45.53"
"670","State Senate District 10","Lonoke","10","10","0","1960","1284","Senator Ronald Caldwell","1589","81.07"
"670","State Senate District 10","Lonoke","10","10","0","1960","1283","Cliff Hart","371","18.93"
"670","State Senate District 10","Cross","21","21","0","4915","1284","Senator Ronald Caldwell","3674","74.75"
"670","State Senate District 10","Cross","21","21","0","4915","1283","Cliff Hart","1241","25.25"
"670","State Senate District 10","Poinsett","4","4","0","168","1284","Senator Ronald Caldwell","145","86.31"
"670","State Senate District 10","Poinsett","4","4","0","168","1283","Cliff Hart","23","13.69"
"670","State Senate District 10","St. Francis","11","11","0","2322","1284","Senator Ronald Caldwell","1579","68.00"
"670","State Senate District 10","St. Francis","11","11","0","2322","1283","Cliff Hart","743","32.00"
"670","State Senate District 10","Lee","3","3","0","743","1284","Senator Ronald Caldwell","458","61.64"
"670","State Senate District 10","Lee","3","3","0","743","1283","Cliff Hart","285","38.36"
"670","State Senate District 10","Woodruff","20","20","0","2060","1284","Senator Ronald Caldwell","1370","66.50"
"670","State Senate District 10","Woodruff","20","20","0","2060","1283","Cliff Hart","690","33.50"
"670","State Senate District 10","Monroe","16","16","0","2165","1284","Senator Ronald Caldwell","1263","58.34"
"670","State Senate District 10","Monroe","16","16","0","2165","1283","Cliff Hart","902","41.66"
"670","State Senate District 10","Arkansas","16","16","0","3525","1284","Senator Ronald Caldwell","2550","72.34"
"670","State Senate District 10","Arkansas","16","16","0","3525","1283","Cliff Hart","975","27.66"
"670","State Senate District 10","Prairie","24","24","0","2629","1284","Senator Ronald Caldwell","2183","83.04"
"670","State Senate District 10","Prairie","24","24","0","2629","1283","Cliff Hart","446","16.96"
"670","State Senate District 10","Jackson","45","45","0","4002","1284","Senator Ronald Caldwell","2942","73.51"
"670","State Senate District 10","Jackson","45","45","0","4002","1283","Cliff Hart","1060","26.49"
"1231","State Senate District 11","Pulaski","9","9","0","4996","2367","Senator Ricky Hill","4996","100.00"
"1231","State Senate District 11","Lonoke","31","31","0","17017","2367","Senator Ricky Hill","17017","100.00"
"359","State Senate District 12","Pulaski","35","35","0","15990","692","Senator Linda Pondexter Chesterfield","15990","100.00"
"522","State Senate District 13","Pulaski","33","33","0","31499","992","Senator Jane English","16522","52.45"
"522","State Senate District 13","Pulaski","33","33","0","31499","990","Allison Grigsby Sweatman","13963","44.33"
"522","State Senate District 13","Pulaski","33","33","0","31499","991","Noah Jones","1014","3.22"
"1375","State Senate District 14","Pulaski","36","36","0","36648","2644","Senator Clarke Tucker","23273","63.50"
"1375","State Senate District 14","Pulaski","36","36","0","36648","2643","Beth Mason","13375","36.50"
"840","State Senate District 15","Pulaski","26","26","0","18950","1617","Representative Fred Love","16325","86.15"
"840","State Senate District 15","Pulaski","26","26","0","18950","1616","Charles Guidry","2625","13.85"
"391","State Senate District 16","Pulaski","5","5","0","2322","748","State Senator Kim Hammer","1573","67.74"
"391","State Senate District 16","Pulaski","5","5","0","2322","747","Jaron Salazar","749","32.26"
"391","State Senate District 16","Saline","25","25","0","25065","748","State Senator Kim Hammer","19165","76.46"
"391","State Senate District 16","Saline","25","25","0","25065","747","Jaron Salazar","5900","23.54"
"1088","State Senate District 17","Pulaski","7","7","0","5826","2112","Senator Mark Johnson","3787","65.00"
"1088","State Senate District 17","Pulaski","7","7","0","5826","2111","David Barber","2039","35.00"
"1088","State Senate District 17","Faulkner","33","33","0","22843","2112","Senator Mark Johnson","13048","57.12"
"1088","State Senate District 17","Faulkner","33","33","0","22843","2111","David Barber","9795","42.88"
"1202","State Senate District 18","Faulkner","4","4","0","499","2310","Senator Jonathan Dismang","396","79.36"
"1202","State Senate District 18","Faulkner","4","4","0","499","2309","Nick Cartwright","80","16.03"
"1202","State Senate District 18","Faulkner","4","4","0","499","2308","James Burk","23","4.61"
"1202","State Senate District 18","Cleburne","13","13","0","3441","2310","Senator Jonathan Dismang","2858","83.06"
"1202","State Senate District 18","Cleburne","13","13","0","3441","2309","Nick Cartwright","489","14.21"
"1202","State Senate District 18","Cleburne","13","13","0","3441","2308","James Burk","94","2.73"
"1202","State Senate District 18","White","92","92","0","22957","2310","Senator Jonathan Dismang","18378","80.05"
"1202","State Senate District 18","White","92","92","0","22957","2309","Nick Cartwright","3814","16.61"
"1202","State Senate District 18","White","92","92","0","22957","2308","James Burk","765","3.33"
"1040","State Senate District 19","Mississippi","16","16","0","6941","2017","State Senator Dave Wallace","6941","100.00"
"1040","State Senate District 19","Poinsett","9","9","0","4790","2017","State Senator Dave Wallace","4790","100.00"
"1040","State Senate District 19","Craighead","18","18","0","5776","2017","State Senator Dave Wallace","5776","100.00"
"332","State Senate District 20","Craighead","42","42","0","20771","611","Senator Dan Sullivan","12951","62.35"
