"Contest ID","Contest Name","Location","Total Precincts","Precincts Reporting","Precincts Partially Reporting","Total Votes","Candidate ID","Candidate Name","Candidate Votes","Candidate Vote Percentage"
"657","State Representative District 15","Benton","20","20","0","9731","1451","Stephanie Funk","4221","43.38"
"173","State Representative District 16","Benton","60","60","0","13052","364","Representative Kendon Underwood","13052","100.00"
"278","State Representative District 17","Benton","61","61","0","10320","601","Randy Torres","10320","100.00"
"358","State Representative District 18","Benton","1","1","0","415","774","State Representative Robin Lundstrum","251","60.48"
"358","State Representative District 18","Benton","1","1","0","415","773","Justin Meeks","164","39.52"
"358","State Representative District 18","Washington","41","41","0","14072","774","State Representative Robin Lundstrum","9081","64.53"
"358","State Representative District 18","Washington","41","41","0","14072","773","Justin Meeks","4991","35.47"
"614","State Representative District 19","Washington","26","26","0","11322","1334","Representative Steve Unger","6320","55.82"
"614","State Representative District 19","Washington","26","26","0","11322","1333","Billy Cook","5002","44.18"
"249","State Representative District 20","Washington","24","24","0","11405","536","Representative Denise Garner","11405","100.00"
"438","State Representative District 21","Washington","15","15","0","6898","956","Representative Nicole Clowney","6898","100.00"
"271","State Representative District 22","Washington","22","22","0","8673","587","State Representative David Whitaker","8673","100.00"
"292","State Representative District 23","Washington","43","43","0","11473","626","State Representative Kendra Moore","11473","100.00"
"245","State Representative District 24","Washington","9","9","0","1454","528","Brad Hall","1110","76.34"
"245","State Representative District 24","Washington","9","9","0","1454","529","Ryan Intchauspe","344","23.66"
"245","State Representative District 24","Crawford","7","7","0","10650","528","Brad Hall","8926","83.81"
"245","State Representative District 24","Crawford","7","7","0","10650","529","Ryan Intchauspe","1724","16.19"
"449","State Representative District 25","Washington","32","32","0","10401","978","State Representative Chad Puryear","6904","66.38"
"449","State Representative District 25","Washington","32","32","0","10401","977","Caitlin Tannehill Oxford","3497","33.62"
"449","State Representative District 25","Crawford","3","3","0","3149","978","State Representative Chad Puryear","2575","81.77"
"449","State Representative District 25","Crawford","3","3","0","3149","977","Caitlin Tannehill Oxford","574","18.23"
"449","State Representative District 25","Franklin","4","4","0","662","978","State Representative Chad Puryear","562","84.89"
"449","State Representative District 25","Franklin","4","4","0","662","977","Caitlin Tannehill Oxford","100","15.11"
"47","State Representative District 26","Carroll","4","4","0","1425","92","James Eaton","1425","100.00"
"47","State Representative District 26","Franklin","23","23","0","2850","92","James Eaton","2850","100.00"
"47","State Representative District 26","Madison","10","10","0","6609","92","James Eaton","6609","100.00"
"147","State Representative District 27","Stone","3","3","0","1093","310","State Representative Steven Walker","1093","100.00"
"147","State Representative District 27","Izard","45","45","0","5271","310","State Representative Steven Walker","5271","100.00"
"147","State Representative District 27","Baxter","1","1","0","72","310","State Representative Steven Walker","72","100.00"
"147","State Representative District 27","Searcy","15","15","0","3373","310","State Representative Steven Walker","3373","100.00"
"147","State Representative District 27","Newton","19","19","0","3168","310","State Representative Steven Walker","3168","100.00"
"222","State Representative District 28","Lawrence","21","21","0","2959","462","State Representative Bart Schulz","2959","100.00"
"222","State Representative District 28","Stone","4","4","0","906","462","State Representative Bart Schulz","906","100.00"
"222","State Representative District 28","Sharp","16","16","0","3331","462","State Representative Bart Schulz","3331","100.00"
"222","State Representative District 28","Independence","11","11","0","4092","462","State Representative Bart Schulz","4092","100.00"
"485","State Representative District 29","Saline","4","4","0","2516","1058","State Representative Rick McClure","2516","100.00"
"485","State Representative District 29","Hot Spring","18","18","0","7167","1058","State Representative Rick McClure","7167","100.00"
"403","State Representative District 30","Lawrence","10","10","0","2403","886","State Representative Fran Cavenaugh","1962","81.65"
"403","State Representative District 30","Lawrence","10","10","0","2403","885","Hamilton Holmes","441","18.35"
"403","State Representative District 30","Greene","1","1","0","1694","886","State Representative Fran Cavenaugh","1451","85.66"
"403","State Representative District 30","Greene","1","1","0","1694","885","Hamilton Holmes","243","14.34"
"403","State Representative District 30","Craighead","12","12","0","6973","886","State Representative Fran Cavenaugh","5510","79.02"
"403","State Representative District 30","Craighead","12","12","0","6973","885","Hamilton Holmes","1463","20.98"
"6","State Representative District 31","Greene","9","9","0","9405","10","State Representative Jimmy Gazaway","9405","100.00"
"540","State Representative District 32","Craighead","20","20","0","9401","1190","State Representative Jack Ladyman","5510","58.61"
"540","State Representative District 32","Craighead","20","20","0","9401","1188","David McAvoy","3585","38.13"
"540","State Representative District 32","Craighead","20","20","0","9401","1189","Eric I.B. McGee","306","3.25"
"571","State Representative District 33","Mississippi","11","11","0","3101","1251","State Representative Jon Milligan","3101","100.00"
"571","State Representative District 33","Craighead","12","12","0","6713","1251","State Representative Jon Milligan","6713","100.00"
"518","State Representative District 34","Mississippi","10","10","0","7091","1143","State Representative Joey Carr","4397","62.01"
"518","State Representative District 34","Mississippi","10","10","0","7091","1142","Desmond Hammett","2694","37.99"
"606","State Representative District 35","Crittenden","12","12","0","9105","1317","Justice Robert Thorne, Jr.","4565","50.14"
"606","State Representative District 35","Crittenden","12","12","0","9105","1316","Jessie McGruder","4540","49.86"
"606","State Representative District 35","Cross","2","2","0","399","1316","Jessie McGruder","273","68.42"
"606","State Representative District 35","Cross","2","2","0","399","1317","Justice Robert Thorne, Jr.","126","31.58"
"606","State Representative District 35","St. Francis","1","1","0","1","1316","Jessie McGruder","1","100.00"
"606","State Representative District 35","St. Francis","1","1","0","1","1317","Justice Robert Thorne, Jr.","0","0.00"
"262","State Representative District 36","Poinsett","3","3","0","2990","565","Representative Johnny Rye","2469","82.58"
"262","State Representative District 36","Poinsett","3","3","0","2990","564","Daniel Parker","521","17.42"
"262","State Representative District 36","Craighead","10","10","0","4847","565","Representative Johnny Rye","2849","58.78"
"262","State Representative District 36","Craighead","10","10","0","4847","564","Daniel Parker","1998","41.22"
"365","State Representative District 37","Cross","13","13","0","5996","787","Representative Steve Hollowell","4649","77.54"
"365","State Representative District 37","Cross","13","13","0","5996","786","Lisa Head","1347","22.46"
"365","State Representative District 37","Poinsett","6","6","0","1305","787","Representative Steve Hollowell","1107","84.83"
"365","State Representative District 37","Poinsett","6","6","0","1305","786","Lisa Head","198","15.17"
"365","State Representative District 37","St. Francis","10","10","0","3416","787","Representative Steve Hollowell","2006","58.72"
"365","State Representative District 37","St. Francis","10","10","0","3416","786","Lisa Head","1410","41.28"
"469","State Representative District 38","Poinsett","7","7","0","2384","1028","State Representative Dwight Tosh","2384","100.00"
"469","State Representative District 38","Craighead","14","14","0","7093","1028","State Representative Dwight Tosh","7093","100.00"
"469","State Representative District 38","Jackson","6","6","0","765","1028","State Representative Dwight Tosh","765","100.00"
"559","State Representative District 39","Independence","6","6","0","1006","1227","State Representative Wayne Long","1006","100.00"
"559","State Representative District 39","Jackson","30","30","0","3053","1227","State Representative Wayne Long","3053","100.00"
"559","State Representative District 39","White","21","21","0","4599","1227","State Representative Wayne Long","4599","100.00"
"198","State Representative District 40","Independence","19","19","0","7464","414","State Representative Shad Pearce","7464","100.00"
"198","State Representative District 40","Cleburne","3","3","0","417","414","State Representative Shad Pearce","417","100.00"
"198","State Representative District 40","White","13","13","0","2039","414","State Representative Shad Pearce","2039","100.00"
"168","State Representative District 41","Stone","14","14","0","3659","355","Alyssa Brown","2717","74.26"
"168","State Representative District 41","Stone","14","14","0","3659","356","Tom Nowlin","942","25.74"
"168","State Representative District 41","Cleburne","28","28","0","11562","355","Alyssa Brown","9357","80.93"
"168","State Representative District 41","Cleburne","28","28","0","11562","356","Tom Nowlin","2205","19.07"
"241","State Representative District 42","Van Buren","8","8","0","2880","522","Representative Stephen Meeks","2277","79.06"
"241","State Representative District 42","Van Buren","8","8","0","2880","521","Lauren Faulk","603","20.94"
"241","State Representative District 42","Faulkner","12","12","0","11849","522","Representative Stephen Meeks","9481","80.02"
"241","State Representative District 42","Faulkner","12","12","0","11849","521","Lauren Faulk","2368","19.98"
"241","State Representative District 42","Cleburne","3","3","0","559","522","Representative Stephen Meeks","480","85.87"
"241","State Representative District 42","Cleburne","3","3","0","559","521","Lauren Faulk","79","14.13"
"23","State Representative District 43","Van Buren","11","11","0","3798","44","Representative Rick Beck","3798","100.00"
"23","State Representative District 43","Conway","30","30","0","7275","44","Representative Rick Beck","7275","100.00"
"318","State Representative District 44","Van Buren","3","3","0","255","675","State Representative Stan Berry","255","100.00"
"318","State Representative District 44","Pope","31","31","0","11212","675","State Representative Stan Berry","11212","100.00"
"492","State Representative District 45","Pope","6","6","0","2663","1093","State Representative Aaron M. Pilkington","2166","81.34"
"492","State Representative District 45","Pope","6","6","0","2663","1094","Whitney Sheree Freeman","497","18.66"
"492","State Representative District 45","Johnson","11","11","0","8698","1093","State Representative Aaron M. Pilkington","6556","75.37"
"492","State Representative District 45","Johnson","11","11","0","8698","1094","Whitney Sheree Freeman","2142","24.63"
"106","State Representative District 46","Sebastian","5","5","0","545","230","State Representative Jon S. Eubanks","545","100.00"
"106","State Representative District 46","Logan","36","36","0","7491","230","State Representative Jon S. Eubanks","7491","100.00"
"106","State Representative District 46","Franklin","16","16","0","2636","230","State Representative Jon S. Eubanks","2636","100.00"
"106","State Representative District 46","Johnson","2","2","0","135","230","State Representative Jon S. Eubanks","135","100.00"
"127","State Representative District 47","Sebastian","105","105","0","12761","270","State Representative Lee Johnson","12761","100.00"
"298","State Representative District 48","Sebastian","3","3","0","551","638","State Representative Ryan A. Rose","551","100.00"
"298","State Representative District 48","Crawford","7","7","0","7095","638","State Representative Ryan A. Rose","7095","100.00"
"479","State Representative District 49","Sebastian","15","15","0","3847","1047","Representative Jay Richardson","3847","100.00"
"30","State Representative District 50","Sebastian","24","24","0","9896","60","State Representative Zack Gramlich","6329","63.96"
"30","State Representative District 50","Sebastian","24","24","0","9896","59","Robin W. McCray","3567","36.04"
"385","State Representative District 51","Sebastian","46","46","0","13238","847","State Representative Cindy Crawford","9032","68.23"
"385","State Representative District 51","Sebastian","46","46","0","13238","846","Jane-Ellen Udouj-Kutchka","4206","31.77"
"460","State Representative District 52","Sebastian","22","22","0","1451","1012","State Representative Marcus E. Richmond","1451","100.00"
"460","State Representative District 52","Scott","26","26","0","3068","1012","State Representative Marcus E. Richmond","3068","100.00"
"460","State Representative District 52","Yell","23","23","0","4590","1012","State Representative Marcus E. Richmond","4590","100.00"
"217","State Representative District 53","Pope","19","19","0","9215","454","State Representative Matt Duffield","6763","73.39"
"217","State Representative District 53","Pope","19","19","0","9215","453","Amie Gates","2452","26.61"
"102","State Representative District 54","Faulkner","9","9","0","6349","223","State Representative Mary Bentley","3853","60.69"
"102","State Representative District 54","Faulkner","9","9","0","6349","222","Doug Corbitt","2496","39.31"
"102","State Representative District 54","Pope","1","1","0","0","222","Doug Corbitt","0","0.00"
"102","State Representative District 54","Pope","1","1","0","0","223","State Representative Mary Bentley","0","0.00"
"102","State Representative District 54","Yell","7","7","0","1332","223","State Representative Mary Bentley","1086","81.53"
"102","State Representative District 54","Yell","7","7","0","1332","222","Doug Corbitt","246","18.47"
"102","State Representative District 54","Saline","5","5","0","1415","223","State Representative Mary Bentley","1171","82.76"
"102","State Representative District 54","Saline","5","5","0","1415","222","Doug Corbitt","244","17.24"
"102","State Representative District 54","Perry","17","17","0","4477","223","State Representative Mary Bentley","3343","74.67"
"102","State Representative District 54","Perry","17","17","0","4477","222","Doug Corbitt","1134","25.33"
"267","State Representative District 55","Faulkner","12","12","0","12074","581","State Representative Matt Brown","7063","58.50"
"267","State Representative District 55","Faulkner","12","12","0","12074","580","Cynthia Nations","5011","41.50"
"650","State Representative District 56","Faulkner","14","14","0","11072","1422","State Representative Steve Magie","5959","53.82"
"650","State Representative District 56","Faulkner","14","14","0","11072","1421","Kim Slaughter","5113","46.18"
"603","State Representative District 57","Lonoke","1","1","0","984","1310","Representative Cameron Cooper","835","84.86"
"603","State Representative District 57","Lonoke","1","1","0","984","1309","Ciara' Bolte","149","15.14"
"603","State Representative District 57","Faulkner","12","12","0","8064","1310","Representative Cameron Cooper","6705","83.15"
"603","State Representative District 57","Faulkner","12","12","0","8064","1309","Ciara' Bolte","1359","16.85"
"603","State Representative District 57","White","20","20","0","5098","1310","Representative Cameron Cooper","4447","87.23"
"603","State Representative District 57","White","20","20","0","5098","1309","Ciara' Bolte","651","12.77"
"90","State Representative District 58","White","26","26","0","11620","198","State Representative Les Eaves","8776","75.52"
"90","State Representative District 58","White","26","26","0","11620","199","Trevor McGarrah","2844","24.48"
"243","State Representative District 59","Lonoke","8","8","0","5990","525","State Rep. Jim Wooten","5990","100.00"
"243","State Representative District 59","White","17","17","0","4580","525","State Rep. Jim Wooten","4580","100.00"
"428","State Representative District 60","Lonoke","41","41","0","8876","938","State Representative Roger D. Lynch","8876","100.00"
"428","State Representative District 60","Prairie","15","15","0","2068","938","State Representative Roger D. Lynch","2068","100.00"
"269","State Representative District 61","Woodruff","20","20","0","2203","585","Representative Jeremiah Moore","1677","76.12"
"269","State Representative District 61","Woodruff","20","20","0","2203","584","Garrett Sheeks","526","23.88"
"269","State Representative District 61","Monroe","16","16","0","1718","585","Representative Jeremiah Moore","1267","73.75"
"269","State Representative District 61","Monroe","16","16","0","1718","584","Garrett Sheeks","451","26.25"
"269","State Representative District 61","Arkansas","22","22","0","4763","585","Representative Jeremiah Moore","3706","77.81"
"269","State Representative District 61","Arkansas","22","22","0","4763","584","Garrett Sheeks","1057","22.19"
"269","State Representative District 61","Prairie","10","10","0","829","585","Representative Jeremiah Moore","720","86.85"
"269","State Representative District 61","Prairie","10","10","0","829","584","Garrett Sheeks","109","13.15"
"269","State Representative District 61","Jackson","11","11","0","383","585","Representative Jeremiah Moore","328","85.64"
"269","State Representative District 61","Jackson","11","11","0","383","584","Garrett Sheeks","55","14.36"
"26","State Representative District 62","St. Francis","1","1","0","174","50","State Representative Mark D. McElroy","124","71.26"
"26","State Representative District 62","St. Francis","1","1","0","174","49","Dexter R. Miller","50","28.74"
"26","State Representative District 62","Lee","9","9","0","2500","50","State Representative Mark D. McElroy","1284","51.36"
"26","State Representative District 62","Lee","9","9","0","2500","49","Dexter R. Miller","1216","48.64"
"26","State Representative District 62","Monroe","12","12","0","585","50","State Representative Mark D. McElroy","303","51.79"
"26","State Representative District 62","Monroe","12","12","0","585","49","Dexter R. Miller","282","48.21"
"26","State Representative District 62","Phillips","10","10","0","4849","49","Dexter R. Miller","2484","51.23"
"26","State Representative District 62","Phillips","10","10","0","4849","50","State Representative Mark D. McElroy","2365","48.77"
"26","State Representative District 62","Arkansas","6","6","0","410","50","State Representative Mark D. McElroy","372","90.73"
"26","State Representative District 62","Arkansas","6","6","0","410","49","Dexter R. Miller","38","9.27"
"26","State Representative District 62","Desha","6","6","0","512","50","State Representative Mark D. McElroy","397","77.54"
"26","State Representative District 62","Desha","6","6","0","512","49","Dexter R. Miller","115","22.46"
"120","State Representative District 63","Crittenden","8","8","0","5421","256","Mayor Lincoln Barnett","2713","50.05"
"120","State Representative District 63","Crittenden","8","8","0","5421","257","Tammi Northcutt Bell","2708","49.95"
"120","State Representative District 63","St. Francis","10","10","0","2272","256","Mayor Lincoln Barnett","1505","66.24"
"120","State Representative District 63","St. Francis","10","10","0","2272","257","Tammi Northcutt Bell","767","33.76"
"354","State Representative District 64","Jefferson","58","58","0","5862","765","State Representative Ken Ferguson","5862","100.00"
"354","State Representative District 64","Desha","7","7","0","1117","765","State Representative Ken Ferguson","1117","100.00"
"354","State Representative District 64","Lincoln","10","10","0","450","765","State Representative Ken Ferguson","450","100.00"
"549","State Representative District 65","Jefferson","82","82","0","6078","1210","Glenn Barnes","6078","100.00"
"549","State Representative District 65","Arkansas","3","3","0","105","1210","Glenn Barnes","105","100.00"
"116","State Representative District 66","Pulaski","11","11","0","8524","249","State Representative Mark W. Perry","5987","70.24"
"116","State Representative District 66","Pulaski","11","11","0","8524","250","Wayne M. Ball","2537","29.76"
"220","State Representative District 67","Pulaski","11","11","0","12541","460","Representative Karilyn Brown","6550","52.23"
"220","State Representative District 67","Pulaski","11","11","0","12541","459","Andrew Cade Eberly","5991","47.77"
"387","State Representative District 68","Lonoke","9","9","0","12791","850","State Representative Brian S. Evans","10002","78.20"
"387","State Representative District 68","Lonoke","9","9","0","12791","851","Tom Bartole","2789","21.80"
"394","State Representative District 69","Pulaski","9","9","0","7410","866","State Representative David Ray","5230","70.58"
"394","State Representative District 69","Pulaski","9","9","0","7410","865","Kwami Abdul-Bey","2180","29.42"
"394","State Representative District 69","Faulkner","6","6","0","4174","866","State Representative David Ray","3024","72.45"
"394","State Representative District 69","Faulkner","6","6","0","4174","865","Kwami Abdul-Bey","1150","27.55"
"633","State Representative District 70","Pulaski","14","14","0","14796","1371","State Representative Carlton Wing","7541","50.97"
"633","State Representative District 70","Pulaski","14","14","0","14796","1370","Alex Holladay","7255","49.03"
"134","State Representative District 71","Pulaski","12","12","0","12978","286","State Representative Brandon Achor","7226","55.68"
"134","State Representative District 71","Pulaski","12","12","0","12978","285","Cassandra D. Green","5752","44.32"
"586","State Representative District 72","Pulaski","10","10","0","6294","1278","Tracy Steele","6294","100.00"
"602","State Representative District 73","Pulaski","15","15","0","11278","1308","Representative Andrew Collins","11278","100.00"
"658","State Representative District 74","Pulaski","12","12","0","10938","1452","Representative Tippi McCullough","10938","100.00"
"55","State Representative District 75","Pulaski","12","12","0","13155","109","Representative Ashley Hudson","8537","64.90"
"55","State Representative District 75","Pulaski","12","12","0","13155","108","Michael White","4618","35.10"
"338","State Representative District 76","Pulaski","13","13","0","6600","713","Representative Joy C. Springer","6600","100.00"
"360","State Representative District 77","Pulaski","11","11","0","8117","777","State Representative Fred Allen","8117","100.00"
"525","State Representative District 78","Pulaski","12","12","0","10208","1158","Representative Keith Brooks","6301","61.73"
"525","State Representative District 78","Pulaski","12","12","0","10208","1157","James Henry Bartolomei","3907","38.27"
"525","State Representative District 78","Saline","8","8","0","6265","1158","Representative Keith Brooks","4777","76.25"
"525","State Representative District 78","Saline","8","8","0","6265","1157","James Henry Bartolomei","1488","23.75"
"521","State Representative District 79","Pulaski","8","8","0","5987","1148","State Representative Tara Shephard","5987","100.00"
"628","State Representative District 80","Pulaski","15","15","0","6925","1361","State Representative Denise Ennett","6925","100.00"
"83","State Representative District 81","Saline","14","14","0","11583","185","State Representative RJ Hawk","6973","60.20"
"83","State Representative District 81","Saline","14","14","0","11583","184","City Council Member Gina Thomas-Littlejohn","4610","39.80"
"511","State Representative District 82","Saline","13","13","0","11009","1129","State Representative Tony Furman","7431","67.50"
"511","State Representative District 82","Saline","13","13","0","11009","1128","Samuel Brazell, Jr.","3578","32.50"
"619","State Representative District 83","Saline","15","15","0","18036","1343","Paul Childress","13545","75.10"
"619","State Representative District 83","Saline","15","15","0","18036","1344","Teresa Dannaway","4491","24.90"
"594","State Representative District 84","Garland","18","18","0","10848","1295","State Representative Les Warren","7354","67.79"
"594","State Representative District 84","Garland","18","18","0","10848","1294","Jill Summerford","3494","32.21"
"51","State Representative District 85","Garland","17","17","0","13428","101","State Representative Richard McGrew","10153","75.61"
"51","State Representative District 85","Garland","17","17","0","13428","100","Cortney Warwick McKee","3275","24.39"
"327","State Representative District 86","Howard","3","3","0","967","692","State Representative John Maddox","859","88.83"
"327","State Representative District 86","Howard","3","3","0","967","691","Bill Bradshaw","108","11.17"
"327","State Representative District 86","Montgomery","16","16","0","3621","692","State Representative John Maddox","3060","84.51"
"327","State Representative District 86","Montgomery","16","16","0","3621","691","Bill Bradshaw","561","15.49"
"327","State Representative District 86","Polk","17","17","0","8143","692","State Representative John Maddox","7262","89.18"
"327","State Representative District 86","Polk","17","17","0","8143","691","Bill Bradshaw","881","10.82"
"351","State Representative District 87","Howard","3","3","0","432","760","State Representative DeAnn Vaught","396","91.67"
"351","State Representative District 87","Howard","3","3","0","432","759","Marc Rosson","36","8.33"
"351","State Representative District 87","Sevier","9","9","0","4597","760","State Representative DeAnn Vaught","3877","84.34"
"351","State Representative District 87","Sevier","9","9","0","4597","759","Marc Rosson","720","15.66"
"351","State Representative District 87","Little River","20","20","0","4741","760","State Representative DeAnn Vaught","3939","83.08"
"351","State Representative District 87","Little River","20","20","0","4741","759","Marc Rosson","802","16.92"
"533","State Representative District 88","Hempstead","24","24","0","5678","1173","Dolly Henley","4089","72.01"
"533","State Representative District 88","Hempstead","24","24","0","5678","1174","Tammy L. Goodwin","1589","27.99"
"533","State Representative District 88","Howard","7","7","0","2847","1173","Dolly Henley","1991","69.93"
"533","State Representative District 88","Howard","7","7","0","2847","1174","Tammy L. Goodwin","856","30.07"
"533","State Representative District 88","Miller","4","4","0","212","1173","Dolly Henley","166","78.30"
"533","State Representative District 88","Miller","4","4","0","212","1174","Tammy L. Goodwin","46","21.70"
"575","State Representative District 89","Nevada","17","17","0","2153","1258","State Representative Justin Gonzales","2153","100.00"
"575","State Representative District 89","Clark","13","13","0","3216","1258","State Representative Justin Gonzales","3216","100.00"
"575","State Representative District 89","Pike","11","11","0","3949","1258","State Representative Justin Gonzales","3949","100.00"
"575","State Representative District 89","Hot Spring","2","2","0","532","1258","State Representative Justin Gonzales","532","100.00"
"575","State Representative District 89","Garland","1","1","0","323","1258","State Representative Justin Gonzales","323","100.00"
"206","State Representative District 90","Clark","7","7","0","2995","432","Representative Richard Womack","2995","100.00"
"206","State Representative District 90","Hot Spring","12","12","0","3210","432","Representative Richard Womack","3210","100.00"
"206","State Representative District 90","Garland","5","5","0","3753","432","Representative Richard Womack","3753","100.00"
"221","State Representative District 91","Garland","15","15","0","8860","461","State Representative Bruce Cozart","8860","100.00"
"49","State Representative District 92","Grant","18","18","0","7983","97","State Representative Julie Mayberry","6902","86.46"
"49","State Representative District 92","Grant","18","18","0","7983","96","David Murray","1081","13.54"
"49","State Representative District 92","Saline","5","5","0","5491","97","State Representative Julie Mayberry","4523","82.37"
"49","State Representative District 92","Saline","5","5","0","5491","96","David Murray","968","17.63"
"2","State Representative District 93","Jefferson","40","40","0","6420","3","State Representative Mike Holcomb","6420","100.00"
"2","State Representative District 93","Cleveland","8","8","0","1642","3","State Representative Mike Holcomb","1642","100.00"
"2","State Representative District 93","Drew","1","1","0","223","3","State Representative Mike Holcomb","223","100.00"
"2","State Representative District 93","Lincoln","16","16","0","2566","3","State Representative Mike Holcomb","2566","100.00"
"370","State Representative District 94","Bradley","9","9","0","2225","803","State Representative Jeff Wardlaw","1493","67.10"
"370","State Representative District 94","Bradley","9","9","0","2225","802","Annette Taylor","732","32.90"
"370","State Representative District 94","Drew","16","16","0","6040","803","State Representative Jeff Wardlaw","3997","66.18"
"370","State Representative District 94","Drew","16","16","0","6040","802","Annette Taylor","2043","33.82"
"370","State Representative District 94","Desha","9","9","0","1476","803","State Representative Jeff Wardlaw","895","60.64"
"370","State Representative District 94","Desha","9","9","0","1476","802","Annette Taylor","581","39.36"
"462","State Representative District 95","Ashley","30","30","0","6154","1015","Representative Howard M. Beaty, Jr.","6154","100.00"
"462","State Representative District 95","Chicot","7","7","0","2695","1015","Representative Howard M. Beaty, Jr.","2695","100.00"
"94","State Representative District 96","Ouachita","5","5","0","1605","207","State Representative Sonia Eubanks Barker","1134","70.65"
"94","State Representative District 96","Ouachita","5","5","0","1605","206","Robin G. Roark","471","29.35"
"94","State Representative District 96","Dallas","9","9","0","2267","207","State Representative Sonia Eubanks Barker","1330","58.67"
"94","State Representative District 96","Dallas","9","9","0","2267","206","Robin G. Roark","937","41.33"
"94","State Representative District 96","Bradley","5","5","0","942","207","State Representative Sonia Eubanks Barker","783","83.12"
"94","State Representative District 96","Bradley","5","5","0","942","206","Robin G. Roark","159","16.88"
"94","State Representative District 96","Calhoun","8","8","0","2044","207","State Representative Sonia Eubanks Barker","1605","78.52"
"94","State Representative District 96","Calhoun","8","8","0","2044","206","Robin G. Roark","439","21.48"
"94","State Representative District 96","Cleveland","9","9","0","1602","207","State Representative Sonia Eubanks Barker","1264","78.90"
"94","State Representative District 96","Cleveland","9","9","0","1602","206","Robin G. Roark","338","21.10"
"94","State Representative District 96","Union","11","11","0","3888","207","State Representative Sonia Eubanks Barker","2874","73.92"
"94","State Representative District 96","Union","11","11","0","3888","206","Robin G. Roark","1014","26.08"
"192","State Representative District 97","Union","20","20","0","11340","402","State Representative Matthew J. Shepherd","7881","69.50"
"192","State Representative District 97","Union","20","20","0","11340","401","O'Dell Carr","3459","30.50"
"275","State Representative District 98","Ouachita","15","15","0","5606","594","State Representative Wade Andrews","5606","100.00"
